pair_id	replicate	accession	chrom1	bin1	chrom2	bin2	foreground	background	enrichment	status
Arl5b:4930455G09Rik	A	GSM9574808	chr2	30	chr4	283	2.33782958984375	2.226956009864807	1.0497870543862577	observed
Arrb1:Cnot7	A	GSM9574808	chr7	198	chr8	81	6.194994926452637	2.37410306930542	2.60940437108532	observed
Asl:Cct6a	A	GSM9574808	chr5	260	chr5	259	2989.156005859375	1013.8043823242188	2.9484544138648543	observed
Atp1b3:Mthfs	A	GSM9574808	chr9	192	chr9	178	167.21702575683594	243.51243591308594	0.6866878281999478	observed
Atp6v0a1:Akr1a1	A	GSM9574808	chr11	201	chr4	232	22.771120071411133	5.518592834472656	4.126254781684231	observed
Atxn7l1:Mir99ahg	A	GSM9574808	chr12	66	chr16	154	6.6668314933776855	5.513473749160767	1.2091889427046745	observed
Babam2:Mrpl33	A	GSM9574808	chr5	63	chr5	63				cis_below_500kb_bin_distance
Cacna1d:Ninj1	A	GSM9574808	chr14	59	chr13	98	5.277244567871094	3.6834299564361572	1.4326984984878077	observed
Ccdc97:Ddrgk1	A	GSM9574808	chr7	50	chr2	260	13.58908748626709	3.517332434654236	3.8634640707775287	observed
Cd36:Ppp1cb	A	GSM9574808	chr5	36	chr5	65	23.320161819458008	39.29311561584473	0.5934923065773456	observed
Cdk18:Spcs2	A	GSM9574808	chr1	264	chr7	198	35.0670051574707	17.708946228027344	1.9801858736219635	observed
Chchd3:1810058I24Rik	A	GSM9574808	chr6	65	chr6	70	564.8318481445312	327.35838317871094	1.7254235027064488	observed
Chd1:Ttc27	A	GSM9574808	chr17	31	chr17	150	162.56634521484375	129.45982360839844	1.2557281532113689	observed
Clcn7:Psmb9	A	GSM9574808	chr17	50	chr17	68	339.0074157714844	237.22013092041016	1.4290836720144333	observed
Cltc:Cfl1	A	GSM9574808	chr11	173	chr19	11	52.59733200073242	17.930330276489258	2.933427950833649	observed
Copb2:Gch1	A	GSM9574808	chr9	196	chr14	94	3.281942844390869	4.424828767776489	0.7417107003758862	observed
Cpq:Mdfic	A	GSM9574808	chr15	66	chr6	31	10.1908597946167	7.10189414024353	1.434949549144821	observed
Ctcf:Lamp1	A	GSM9574808	chr8	212	chr8	26	133.59898376464844	91.95378112792969	1.4528927698881715	observed
Cyb5a:2610001J05Rik	A	GSM9574808	chr18	169	chr6	27	5.757377624511719	5.153041124343872	1.1172776396665758	observed
Dcp1a:Nmd3	A	GSM9574808	chr14	60	chr3	139	3.590019941329956	2.561290979385376	1.4016447058238735	observed
Dcstamp:Degs1	A	GSM9574808	chr15	79	chr1	364	4.683348655700684	4.079416394233704	1.1480437893814037	observed
Dennd4c:Fbxl4	A	GSM9574808	chr4	173	chr4	44	137.98863220214844	94.95222854614258	1.4532426917720216	observed
Disp1:Mtarc2	A	GSM9574808	chr1	365	chr1	369	593.8616943359375	407.21339416503906	1.4583550120044724	observed
Dnajc5:Dpep2	A	GSM9574808	chr2	362	chr8	213				chromosome_edge
Dnase2a:Kdm3b	A	GSM9574808	chr8	171	chr18	69	19.927114486694336	5.7704079151153564	3.4533285652988317	observed
Dnmt3a:Ethe1	A	GSM9574808	chr12	7	chr7	48				unavailable_pixels
Dtx2:Fam53a	A	GSM9574808	chr5	272	chr5	67	220.9139404296875	146.13678741455078	1.511692875819242	observed
Eif3a:Dennd10	A	GSM9574808	chr19	121	chr19	121				cis_below_500kb_bin_distance
Emc3:Ndufa7	A	GSM9574808	chr6	227	chr17	68	19.60645294189453	11.363229751586914	1.7254295979676397	observed
Epb41l1:Dlgap4	A	GSM9574808	chr2	312	chr2	313	4483.7734375	482.9099884033203	9.28490514831764	observed
Eprs:Exo1	A	GSM9574808	chr1	370	chr1	351	441.77783203125	219.0667953491211	2.0166352975913124	observed
Exoc1:Npm1	A	GSM9574808	chr5	153	chr11	66	5.895538806915283	4.800706624984741	1.2280564649030228	observed
Fbxw11:Rtn4	A	GSM9574808	chr11	65	chr11	59	399.42498779296875	408.0064697265625	0.9789672895644402	observed
Foxo3:Copz1	A	GSM9574808	chr10	84	chr15	206				chromosome_edge
Fubp1:Pgd	A	GSM9574808	chr3	303	chr4	298	5.733414649963379	5.878582000732422	0.975305719857109	observed
Gab2:Mapk1	A	GSM9574808	chr7	193	chr16	33	7.507272243499756	4.1803178787231445	1.7958615735205312	observed
Gatm:Snx5	A	GSM9574808	chr2	244	chr2	288	157.08189392089844	88.75381469726562	1.769860759863631	observed
Gna11:4932438A13Rik	A	GSM9574808	chr10	162	chr3	74	10.435444831848145	3.7966922521591187	2.748562205934303	observed
Golga4:Bcl2a1b	A	GSM9574808	chr9	236	chr9	178	107.50770568847656	93.47388458251953	1.150136277834563	observed
Gpnmb:Arf2	A	GSM9574808	chr6	98	chr11	207	25.316646575927734	19.444523811340332	1.3019936523805584	observed
Gsdmd:Tmem106a	A	GSM9574808	chr15	151	chr11	202	31.429288864135742	13.988160610198975	2.246849299200939	observed
H2-Q7:Tmem179b	A	GSM9574808	chr17	71	chr19	17	16.75884246826172	29.601089477539062	0.5661562720851244	observed
Hmbox1:Emc4	A	GSM9574808	chr14	130	chr2	224	2.7550082206726074	2.2302908897399902	1.2352685622070534	observed
Hnrnpll:Galm	A	GSM9574808	chr17	160	chr17	160				cis_below_500kb_bin_distance
Hsd17b4:Wdr36	A	GSM9574808	chr18	100	chr18	65	162.48843383789062	138.88998413085938	1.1699074980438997	observed
Ifngr2:Parp14	A	GSM9574808	chr16	182	chr16	71	109.49878692626953	89.92010116577148	1.2177342497024544	observed
Il7r:Pygm	A	GSM9574808	chr15	19	chr19	12	7.384762287139893	13.259228229522705	0.5569526490762972	observed
Iqgap1:Dusp10	A	GSM9574808	chr7	160	chr1	367	8.821085929870605	3.4638566970825195	2.5466082177418845	observed
Itgav:AI182371	A	GSM9574808	chr2	167	chr2	69	78.1904067993164	33.607330322265625	2.326587861919918	observed
Itsn1:Gm34342	A	GSM9574808	chr16	183	chr1	368	13.06821060180664	6.15776801109314	2.122231720692372	observed
Kansl1:Lsm12	A	GSM9574808	chr11	208	chr11	204	690.9480590820312	475.89491271972656	1.4518920892288631	observed
Kat5:Capg	A	GSM9574808	chr19	11	chr6	145	12.660246849060059	3.2517786026000977	3.8933298961180878	observed
Knstrn:Ralgapa2	A	GSM9574808	chr2	237	chr2	292	92.40219116210938	86.07620620727539	1.0734928412109699	observed
Large1:Rpia	A	GSM9574808	chr8	147	chr6	141	3.086770534515381	3.6613270044326782	0.8430742544378866	observed
Ldlrad3:1700012C14Rik	A	GSM9574808	chr2	203	chr6	60	2.8467676639556885	2.584781765937805	1.1013570667629768	observed
Lncpint:Gt(ROSA)26Sor	A	GSM9574808	chr6	62	chr6	226	134.4897918701172	53.641496658325195	2.5071968578125845	observed
Lrp1:Mndal	A	GSM9574808	chr10	254	chr1	347	13.846092224121094	7.734427213668823	1.7901897375996125	observed
Map3k2:St14	A	GSM9574808	chr18	64	chr9	62	5.801785945892334	4.7478320598602295	1.221986345082124	observed
Mapkapk3:Rftn1	A	GSM9574808	chr9	214	chr17	100	6.408905982971191	4.733907699584961	1.3538299412836214	observed
Marchf8:Dcp1b	A	GSM9574808	chr6	232	chr6	238	256.98681640625	398.13731384277344	0.6454728242521259	observed
Med15:Eif4g1	A	GSM9574808	chr16	34	chr16	41	493.47119140625	286.3719940185547	1.7231824400198745	observed
Mertk:Laptm4a	A	GSM9574808	chr2	257	chr12	17	5.698322296142578	1.1115241050720215	5.126584542917631	observed
Mink1:Crat	A	GSM9574808	chr11	140	chr2	60	50.86041259765625	14.181535720825195	3.5863825751233085	observed
Mink1:Tmem65	A	GSM9574808	chr11	140	chr15	117	17.07160758972168	5.3420186042785645	3.195722226809277	observed
Mpdu1:Hk3	A	GSM9574808	chr11	139	chr13	110	40.42130661010742	7.500816822052002	5.388920642785321	observed
Ms4a7:Cog6	A	GSM9574808	chr19	22	chr3	105	12.818123817443848	7.687011957168579	1.6675040820627596	observed
Mtx1:1810009A15Rik	A	GSM9574808	chr3	178	chr19	17	11.234646797180176	12.771857738494873	0.8796407717037527	observed
Myo1b:Atp6v1h	A	GSM9574808	chr1	103	chr1	10				unavailable_pixels
Myo1g:Jmjd1c	A	GSM9574808	chr11	12	chr10	134	6.204339027404785	3.189452290534973	1.9452678586278898	observed
Nav1:Cd84	A	GSM9574808	chr1	271	chr1	343	149.81488037109375	94.63707733154297	1.5830463555657563	observed
Nckap1l:Fuca1	A	GSM9574808	chr15	206	chr4	271				chromosome_edge
Nedd4l:Lman1	A	GSM9574808	chr18	130	chr18	132	1205.34521484375	442.42710876464844	2.7243927665493484	observed
Nfat5:Arhgap10	A	GSM9574808	chr8	216	chr8	156	131.61697387695312	116.12466812133789	1.1334109798223702	observed
Nod1:Lyn	A	GSM9574808	chr6	109	chr4	7				unavailable_pixels
Npc1:Slx4	A	GSM9574808	chr18	24	chr16	7				unavailable_pixels
Npepps:Mocs2	A	GSM9574808	chr11	194	chr13	229	1.9758522510528564	6.463282108306885	0.30570416360341246	observed
Nudt3:Anks1	A	GSM9574808	chr17	55	chr17	56	4874.64697265625	828.4071655273438	5.884361187959026	observed
Ogdh:Rabep1	A	GSM9574808	chr11	12	chr11	141	170.3368377685547	98.43739700317383	1.73040778153716	observed
Osbpl8:Spty2d1	A	GSM9574808	chr10	222	chr7	93	3.8376615047454834	2.032010495662689	1.8886031902576008	observed
Osbpl9:Acot7	A	GSM9574808	chr4	217	chr4	304	90.81940460205078	133.3164520263672	0.6812317851369808	observed
Pacc1:Atf3	A	GSM9574808	chr1	382	chr1	381	5647.8017578125	816.9589538574219	6.91320136849638	observed
Parp11:Lyn	A	GSM9574808	chr6	254	chr4	7				unavailable_pixels
Pdap1:Atp5j2	A	GSM9574808	chr5	290	chr5	290				cis_below_500kb_bin_distance
Pgap2:Tnip3	A	GSM9574808	chr7	203	chr6	131	5.292204856872559	2.4889718294143677	2.126261452351498	observed
Pigt:Cd63	A	GSM9574808	chr2	328	chr10	257				chromosome_edge
Pik3ap1:Prdx1	A	GSM9574808	chr19	82	chr4	233	17.922595977783203	4.62246561050415	3.877280544187428	observed
Pkp4:Hacd1	A	GSM9574808	chr2	117	chr2	28	125.20049285888672	110.16936111450195	1.1364365881069467	observed
Plekhm2:Map4	A	GSM9574808	chr4	282	chr9	219	12.646644592285156	5.17250394821167	2.444975338618655	observed
Pmm2:Morf4l1	A	GSM9574808	chr16	16	chr9	179	5.003108978271484	4.983981132507324	1.003837864802377	observed
Por:Ctsl	A	GSM9574808	chr5	271	chr13	129	4.179504871368408	2.618091106414795	1.5963939761790062	observed
Ppard:Mapk14	A	GSM9574808	chr17	56	chr17	57	5799.7734375	816.7631225585938	7.100924707927089	observed
Ppp2r5c:Ddx24	A	GSM9574808	chr12	221	chr12	206	261.0841064453125	305.8896789550781	0.8535237518872103	observed
Prpf39:Mrps9	A	GSM9574808	chr12	130	chr1	85	3.45609974861145	2.5649737119674683	1.3474211187764735	observed
Psmc2:Pmpcb	A	GSM9574808	chr5	44	chr5	43	865.1638793945312	348.8774108886719	2.479850664996503	observed
Ptpn6:Ptms	A	GSM9574808	chr6	249	chr6	249				cis_below_500kb_bin_distance
Ptprj:Tlcd2	A	GSM9574808	chr2	180	chr11	150	4.227778434753418	3.4107449054718018	1.239546947052787	observed
Rab31:Ppp4r1	A	GSM9574808	chr17	132	chr17	132				cis_below_500kb_bin_distance
Rac1:Reep5	A	GSM9574808	chr5	287	chr18	68	6.057431697845459	5.385491609573364	1.124768570259703	observed
Rasa3:Rab20	A	GSM9574808	chr8	27	chr8	23	751.1756591796875	543.0845947265625	1.383165102589398	observed
Rbks:Babam2	A	GSM9574808	chr5	63	chr5	64	6939.57275390625	911.5532836914062	7.612909610509995	observed
Rcbtb2:Itm2b	A	GSM9574808	chr14	146	chr14	147	4365.17333984375	471.12376403808594	9.265449279036721	observed
Ric1:Ppcdc	A	GSM9574808	chr19	59	chr9	114	19.74697494506836	8.257428169250488	2.391419524374834	observed
Rnf130:Abhd12	A	GSM9574808	chr11	99	chr2	301	4.493332862854004	2.961895227432251	1.517046525224121	observed
Rnf130:Plcl2	A	GSM9574808	chr11	99	chr17	101	6.4392828941345215	4.722365140914917	1.3635715794918322	observed
Rtf1:Rmdn3	A	GSM9574808	chr2	239	chr2	237	1309.82763671875	500.225830078125	2.6184726136876653	observed
Runx1:Mrps6	A	GSM9574808	chr16	185	chr16	183	2198.492919921875	675.8045654296875	3.2531489610817257	observed
Sec22b:Rap1a	A	GSM9574808	chr3	195	chr3	211	247.59144592285156	183.1112823486328	1.3521364863332257	observed
Septin7:Tmem120a	A	GSM9574808	chr9	50	chr5	271	4.553018093109131	2.254857063293457	2.0192047501489814	observed
Sf3b1:Gpnmb	A	GSM9574808	chr1	110	chr6	98	9.470194816589355	5.321264982223511	1.7796886357334152	observed
Sh3gl1:Nnt	A	GSM9574808	chr17	112	chr13	238				chromosome_edge
Sh3pxd2b:Rab2a	A	GSM9574808	chr11	64	chr4	17	7.945119857788086	10.139456272125244	0.7835844097114271	observed
Sh3tc1:C1qb	A	GSM9574808	chr5	71	chr4	273	21.112844467163086	16.803528785705566	1.2564530186732783	observed
Slc23a2:Ppp1r1c	A	GSM9574808	chr2	263	chr2	159	72.90546417236328	44.773353576660156	1.6283226148681451	observed
Slc25a13:Sem1	A	GSM9574808	chr6	12	chr6	13	2655.5224609375	901.5006103515625	2.945669066049676	observed
Smad4:Dym	A	GSM9574808	chr18	147	chr18	150	743.4002075195312	672.3877563476562	1.1056123501677182	observed
Snd1:Lmf1	A	GSM9574808	chr6	56	chr17	51	9.064693450927734	8.592722415924072	1.054926833680674	observed
Snrnp200:Kansl2	A	GSM9574808	chr2	254	chr15	196	17.04045295715332	8.729150295257568	1.952131923586099	observed
Soat1:Topbp1	A	GSM9574808	chr1	312	chr9	206	5.033570766448975	4.494885683059692	1.119844000798391	observed
Sppl2a:Psma3	A	GSM9574808	chr2	253	chr12	142	10.061844825744629	7.040729522705078	1.4290912317107198	observed
Srpk1:Esd	A	GSM9574808	chr17	57	chr14	149	24.11886215209961	22.16138458251953	1.0883283064869556	observed
Ssh1:Ifi204	A	GSM9574808	chr5	228	chr1	347	6.49267578125	2.763568639755249	2.34938104588747	observed
Stau2:Eloc	A	GSM9574808	chr1	33	chr1	33				cis_below_500kb_bin_distance
Stxbp3:Asb6	A	GSM9574808	chr3	217	chr2	61	32.91522216796875	4.791125059127808	6.870040285268769	observed
Tanc2:Rnaset2b	A	GSM9574808	chr11	210	chr17	14	11.560745239257812	8.142452001571655	1.4198112849822582	observed
Tbc1d23:Xdh	A	GSM9574808	chr16	114	chr17	148	7.785168170928955	5.159359693527222	1.5089407665637258	observed
Tbxas1:Bpgm	A	GSM9574808	chr6	77	chr6	68	315.3241882324219	276.7442321777344	1.139406540657043	observed
Tgm2:1110038F14Rik	A	GSM9574808	chr2	315	chr15	153	12.1185884475708	4.943291425704956	2.4515221547640365	observed
Tm9sf2:Mad1l1	A	GSM9574808	chr14	244	chr5	280	7.329042911529541	4.532351493835449	1.6170508667516041	observed
Tmcc3:Tnip3	A	GSM9574808	chr10	188	chr6	131	3.077611207962036	2.746759295463562	1.1204517312619624	observed
Tmem134:H2-Q4	A	GSM9574808	chr19	8	chr17	71				unavailable_pixels
Tmem67:Chaserr	A	GSM9574808	chr4	24	chr7	146	3.7648379802703857	4.228522300720215	0.8903436502224777	observed
Tnfrsf1b:Prxl2b	A	GSM9574808	chr4	289	chr4	309				chromosome_edge
Tomm70a:Ltn1	A	GSM9574808	chr16	113	chr16	174	160.62579345703125	142.04059600830078	1.1308442654496067	observed
Trappc10:Lyz2	A	GSM9574808	chr10	156	chr10	234	196.1479034423828	102.16058349609375	1.9199959194622533	observed
Trim25:Atox1	A	GSM9574808	chr11	177	chr11	110	149.86090087890625	126.72105026245117	1.1826046309475047	observed
Trim30c:Gm15133	A	GSM9574808	chr7	208	chr7	207	3829.397705078125	373.4808654785156	10.253263444090445	observed
Tspan31:Nup88	A	GSM9574808	chr10	253	chr11	141	6.511506080627441	3.0336644649505615	2.146416044311465	observed
Txlng:Sms	A	GSM9574808	chrX	323	chrX	312	73.85040283203125	92.34589767456055	0.7997150354452135	observed
Ube2g1:Skap2	A	GSM9574808	chr11	145	chr6	103	7.12568473815918	9.163180351257324	0.7776431833715278	observed
Ubxn2b:Nsmaf	A	GSM9574808	chr4	12	chr4	12				cis_below_500kb_bin_distance
Ufsp2:Oas1g	A	GSM9574808	chr8	92	chr5	242	4.651631832122803	1.9531819820404053	2.3815660163234984	observed
Uty:Csnk1g3	A	GSM9574808	chrY	2	chr18	108				chromosome_edge
Uxt:Pi4k2a	A	GSM9574808	chrX	41	chr19	84	3.683566093444824	1.8564258813858032	1.9842247031672922	observed
Vezt:Tmem19	A	GSM9574808	chr10	187	chr10	230	42.9871711730957	93.19184112548828	0.46127612303754095	observed
Vps13d:Cmpk1	A	GSM9574808	chr4	289	chr4	229	263.49041748046875	143.39210510253906	1.8375517765922182	observed
Vsir:Dctn6	A	GSM9574808	chr10	120	chr8	69	11.26427173614502	3.8219552040100098	2.9472537313693534	observed
Wasl:Chchd3	A	GSM9574808	chr6	49	chr6	65	179.50750732421875	92.337158203125	1.9440440968448995	observed
Wdr41:Tbca	A	GSM9574808	chr13	190	chr13	189	3219.992431640625	552.5370941162109	5.82764933961771	observed
Wdyhv1:Prdx1	A	GSM9574808	chr15	116	chr4	233	12.000513076782227	2.6309516429901123	4.561282267865433	observed
Wwox:Maf	A	GSM9574808	chr8	230	chr8	232	3238.41259765625	693.4187622070312	4.670211961598712	observed
Ypel2:Capg	A	GSM9574808	chr11	173	chr6	145	10.991663932800293	2.4323960542678833	4.518862754079178	observed
Zbtb17:Dhrs3	A	GSM9574808	chr4	282	chr4	289	148.6648406982422	331.74241638183594	0.44813335092829604	observed
Zcchc8:Sars	A	GSM9574808	chr5	247	chr3	216	39.33310317993164	4.401355504989624	8.93658854308438	observed
Zfp266:Ly6a	A	GSM9574808	chr9	40	chr15	149	5.010338306427002	4.981648206710815	1.0057591581191017	observed
Zfp386:Gm20658	A	GSM9574808	chr12	232	chr12	232				cis_below_500kb_bin_distance
Zfp704:Mrps28	A	GSM9574808	chr3	19	chr3	17	1424.5799560546875	698.1259155273438	2.040577386356732	observed
Zkscan17:Sp3os	A	GSM9574808	chr11	118	chr2	145	8.080279350280762	3.379881501197815	2.3906990074702756	observed
4833420G17Rik:Zfp951	A	GSM9574808	chr13	239	chr5	209				chromosome_edge
Abca1:Pgm1	A	GSM9574808	chr4	106	chr4	199	51.51845932006836	56.10181427001953	0.9183029103498977	observed
Abca3:Nek2	A	GSM9574808	chr17	49	chr1	383	4.705284118652344	2.956276297569275	1.5916252897339627	observed
Abcc5:Clic5	A	GSM9574808	chr16	40	chr17	89	8.157709121704102	8.843553066253662	0.9224470142926275	observed
Abl2:Soat1	A	GSM9574808	chr1	312	chr1	312				cis_below_500kb_bin_distance
Acbd5:Eif6	A	GSM9574808	chr2	45	chr2	311	14.540950775146484	21.930953979492188	0.6630332081652192	observed
Acp2:Renbp	A	GSM9574808	chr2	182	chrX	145	13.232880592346191	1.053574562072754	12.559984901602439	observed
Actr2:Nf1	A	GSM9574808	chr11	40	chr11	158	87.77654266357422	45.2801570892334	1.9385211603968906	observed
Adam10:Mta3	A	GSM9574808	chr9	141	chr17	168	10.122127532958984	6.018440008163452	1.68185236028427	observed
Adgre1:Pals2	A	GSM9574808	chr17	115	chr6	100	10.88389778137207	3.055286407470703	3.56231669631988	observed
Aff4:Cdc42se2	A	GSM9574808	chr11	106	chr11	109	892.5197143554688	404.3229217529297	2.207442779860159	observed
Ankfy1:Ube2g1	A	GSM9574808	chr11	145	chr11	145				cis_below_500kb_bin_distance
Aoah:Blcap	A	GSM9574808	chr13	42	chr2	314	5.662154197692871	2.3401896953582764	2.419527873711969	observed
Aopep:Akr1e1	A	GSM9574808	chr13	126	chr13	9				unavailable_pixels
Ap5z1:Blvrb	A	GSM9574808	chr5	284	chr7	54	4.575415134429932	9.11165189743042	0.502149904971704	observed
App:Opa1	A	GSM9574808	chr16	169	chr16	58	140.81130981445312	90.59334182739258	1.5543229444249975	observed
Arhgap10:Mrps28	A	GSM9574808	chr8	156	chr3	17	2.967700481414795	4.417648077011108	0.6717829102001899	observed
Arid5b:Nampt	A	GSM9574808	chr10	136	chr12	65	7.054544448852539	3.2308093309402466	2.183522370476592	observed
Arrb1:C2cd3	A	GSM9574808	chr7	198	chr7	200	1747.1749267578125	702.8559875488281	2.4858220712481796	observed
Ash2l:Hgsnat	A	GSM9574808	chr8	52	chr8	52				cis_below_500kb_bin_distance
Asph:Rab2a	A	GSM9574808	chr4	19	chr4	17	2117.327392578125	670.1511535644531	3.159477352708141	observed
Atp2b1:Hnrnpdl	A	GSM9574808	chr10	197	chr5	200	7.365130424499512	4.765875577926636	1.5453887337326724	observed
Atp2b1:Spata6	A	GSM9574808	chr10	197	chr4	223	3.1190598011016846	2.8625038862228394	1.0896263988019868	observed
Atp8a1:Tmem33	A	GSM9574808	chr5	135	chr5	134	3030.7509765625	490.61329650878906	6.177474190221434	observed
B4galt5:Zfas1	A	GSM9574808	chr2	334	chr2	333	6261.734375	383.14605712890625	16.342943528956354	observed
Bbx:Ntan1	A	GSM9574808	chr16	100	chr16	27	164.49249267578125	114.35200500488281	1.438474932457524	observed
Bin1:Ndufs8	A	GSM9574808	chr18	65	chr19	7				unavailable_pixels
Birc6:Samhd1	A	GSM9574808	chr17	149	chr2	313	8.307024955749512	3.3701025247573853	2.464917578834649	observed
Btaf1:Atp8b4	A	GSM9574808	chr19	73	chr2	252	8.04765796661377	3.8758374452590942	2.0763662254353896	observed
Btrc:Fbxw4	A	GSM9574808	chr19	90	chr19	91	5172.5693359375	581.8082885742188	8.890504720400967	observed
Car5b:Gm20658	A	GSM9574808	chrX	325	chr12	232	3.691157341003418	5.2074971199035645	0.7088160119946015	observed
Cd274:Lacc1	A	GSM9574808	chr19	58	chr14	154	12.729307174682617	6.739635467529297	1.8887233940189783	observed
Cd86:Atp5c1	A	GSM9574808	chr16	72	chr2	20	7.0495710372924805	5.882297992706299	1.1984382712391537	observed
Cisd2:Ddrgk1	A	GSM9574808	chr3	270	chr2	260	5.0349602699279785	5.618431806564331	0.8961504639151	observed
Clic5:Tnip3	A	GSM9574808	chr17	88	chr6	131	4.765953540802002	2.8531975746154785	1.670390295857553	observed
Cog6:Dhx36	A	GSM9574808	chr3	105	chr3	124	117.42692565917969	158.31092071533203	0.74174873804399	observed
Coro1b:Pitpnm1	A	GSM9574808	chr19	8	chr19	8				cis_below_500kb_bin_distance
Csf2rb2:Ncf4	A	GSM9574808	chr15	156	chr15	156				cis_below_500kb_bin_distance
Cux1:Cmtm7	A	GSM9574808	chr5	273	chr9	229	7.181163787841797	3.993498921394348	1.798213528835626	observed
Cyrib:Pvt1	A	GSM9574808	chr15	127	chr15	124	2328.68310546875	741.6888427734375	3.139703567281636	observed
Dennd1a:Zglp1	A	GSM9574808	chr2	76	chr9	41	9.812093734741211	5.716437816619873	1.716469950257081	observed
Dhrs3:Tusc3	A	GSM9574808	chr4	289	chr8	79	4.716750144958496	2.9263919591903687	1.6117971244916411	observed
Dnajc5:Tpd52l2	A	GSM9574808	chr2	362	chr2	362				cis_below_500kb_bin_distance
Dram1:Krtcap2	A	GSM9574808	chr10	176	chr3	178	8.667141914367676	3.034235954284668	2.8564495460970125	observed
Ehd1:B2m	A	GSM9574808	chr19	12	chr2	243	17.732622146606445	5.345064640045166	3.317569260763253	observed
Eif4g2:Nono	A	GSM9574808	chr7	221	chrX	200	2.9005801677703857	2.10063898563385	1.3808085004645194	observed
Emilin2:Memo1	A	GSM9574808	chr17	143	chr17	149	576.9860229492188	460.5335693359375	1.2528642022365468	observed
Evl:H2-Oa	A	GSM9574808	chr12	217	chr17	68	5.255395889282227	4.775664567947388	1.1004533116824473	observed
Exoc6b:Chchd3	A	GSM9574808	chr6	170	chr6	65	108.0655517578125	119.45283889770508	0.9046712724036285	observed
Fkbp8:Pirb	A	GSM9574808	chr8	141	chr7	7				unavailable_pixels
Frrs1:Blnk	A	GSM9574808	chr3	233	chr19	81	5.1863884925842285	2.869570732116699	1.8073743346129547	observed
G3bp1:Skp1	A	GSM9574808	chr11	110	chr11	104	454.6885681152344	268.84266662597656	1.6912812754822626	observed
Gask1b:Sh3glb1	A	GSM9574808	chr3	159	chr3	288	72.67583465576172	52.333885192871094	1.3886955724369112	observed
Gle1:Stk38	A	GSM9574808	chr2	59	chr17	58	73.9427719116211	70.15629959106445	1.0539719503826126	observed
Gltp:Ankrd13a	A	GSM9574808	chr5	229	chr5	229				cis_below_500kb_bin_distance
Gng12:Ipo8	A	GSM9574808	chr6	133	chr6	297				chromosome_edge
Gpatch8:Trp53	A	GSM9574808	chr11	204	chr11	138	201.29502868652344	112.49396514892578	1.7893851320827554	observed
Gramd1a:Xdh	A	GSM9574808	chr7	61	chr17	148	8.30634880065918	3.1752729415893555	2.6159479683977995	observed
Gusb:Degs1	A	GSM9574808	chr5	260	chr1	364	6.045910358428955	2.563425898551941	2.3585274541558787	observed
Hexa:Clk3	A	GSM9574808	chr9	118	chr9	115	971.33447265625	620.7651672363281	1.5647373981705042	observed
Hnrnph3:Ddx50	A	GSM9574808	chr10	125	chr10	124	3667.964111328125	393.4482116699219	9.322609691781532	observed
Ifnar1:Necap2	A	GSM9574808	chr16	182	chr4	281	15.53952407836914	5.3173744678497314	2.92240544131794	observed
