pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
Frrs1:Blnk	chr3	116678938	+	chr19	40940876	-	c074ebd1-63a8-4093-927a-4d0892fd4cc7	1	1569	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Gle1:Stk38	chr2	29828617	+	chr17	29191650	-	7c515b91-d2c4-4a9f-98b3-5395fd5c4c98	1	1691	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Gltp:Ankrd13a	chr5	114812114	-	chr5	114924001	+	e436fba2-6d8d-4b71-a6c6-53cb06da40e1	1	105	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Gng12:Ipo8	chr6	66891494	+	chr6	148678901	-	b0f68e21-8435-4194-b534-0a450f6ddc0e	1	1151	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Gpnmb:Arf2	chr6	49032648	+	chr11	103859904	+	1c37ebba-f248-4ffa-ab28-d6267a502211	1	1372	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Gsdmd:Tmem106a	chr15	75735477	+	chr11	101479678	+	337546ca-5d0f-4c0d-acdc-b66aa9a2cfbe	1	118	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
H2-Q7:Tmem179b	chr17	35659160	+	chr19	8750470	-	86504047-8139-4fd5-9ceb-e7b8587b569c	1	668	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Hsd17b4:Wdr36	chr18	50261476	+	chr18	32980641	+	d278ceb6-1622-4542-a1d0-621ca8229a31	1	1580	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Itsn1:Gm34342	chr16	91582239	+	chr1	184471436	+	84071e63-92d9-4bd4-ad56-f509a5f67788	1	1699	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Khsrp:Prmt1	chr17	57336041	-	chr7	44628949	-	e191e3ac-253b-451a-8253-254ad80ab950	1	378	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Laptm4a:Nrp2	chr12	8981748	+	chr1	62799933	+	f04a7f98-6eb4-4945-966d-2da9dffdbe84	1	2271	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Lncpint:Gt(ROSA)26Sor	chr6	31157956	-	chr6	113048396	-	6425e7bc-876a-4c30-96ff-cb9d9a00625d	1	146	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Lrp1:Mndal	chr10	127456486	-	chr1	173702038	-	98297ccd-9c37-4090-a61e-3b7acf8b2a07	1	705	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Marchf7:Mrpl15	chr2	60040428	+	chr1	4847871	-	06c5c9b1-c27b-4d6d-9199-80f2627e98aa	1	385	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Mertk:Laptm4a	chr2	128541023	+	chr12	8984695	+	0ca6ad9c-0fe1-4c92-8791-c24ab297f829	1	1182	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Mtpn:Rab9	chr6	35516473	-	chrX	165245338	-	76fbe138-a0ea-4e7e-a39a-865531b413a9	1	165	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Nav1:Cd84	chr1	135615656	-	chr1	171712151	+	895c980d-61dc-42cf-97f8-1690bd00bb0e	1	741	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Nceh1:Atp6v1h	chr3	27242814	+	chr1	5187612	+	c6240d37-f8f9-4a97-b2dd-5f121576b378	1	1942	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ndor1:Cyhr1	chr2	25141732	-	chr15	76532510	-	f4db6859-eaae-4798-afe2-b2c31eb0afe7	1	743	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Nfkb1:Cisd2	chr3	135361260	-	chr3	135116986	-	bbe8563f-3338-4a20-b127-a278c1e9db25	1	748	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Npc1:Slx4	chr18	12356089	-	chr16	3799551	-	183b550c-8ed5-4196-9fec-b9b7b3a35161	1	755	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Npc1:Ttc39c	chr18	12369237	-	chr18	12853006	+	887f3a0d-d949-448d-ac61-bba4e28ff81e;d136a1d0-2ab7-43ef-8929-c0eb57ebc4f6	2	756;2307	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Nsdhl:Ahnak	chrX	71973388	+	chr19	9053939	+	4c54d6c5-d78c-4436-bdbd-919fc7de86d1	1	1950	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Oas3:Trim34a	chr5	120892620	-	chr7	103910097	+	f5891bcf-2b68-4f4a-9291-e7a803f311d2	1	763	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Osbpl8:Znhit6	chr10	111069551	+	chr3	145298570	+	e3ce8cdf-256f-412a-a550-e12ee4ecdeb6	1	766	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Pacc1:Atf3	chr1	191060476	+	chr1	190909671	-	47bca786-ea65-4bbc-97d4-9421893632b1	1	183	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Parp11:Lyn	chr6	127423962	+	chr4	3780912	+	2cf1a028-bd96-47c4-bd11-9cee3b11df0c	1	1610	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Pfkfb4:Anxa2	chr9	108821180	+	chr9	69371741	+	813224e2-64c5-4067-af8d-5f2ecb840064	1	2327	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Pphln1:Phf20l1	chr15	93339593	+	chr15	66481374	+	8b6299bc-c9b9-4c5f-86d7-a27f47d6afd0	1	1974	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Psap:Tspan3	chr10	60131786	+	chr9	56044019	-	846d6edf-be99-4b35-a688-54aa817f6921	1	425	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Psmb1:Nmt2	chr17	15710417	-	chr2	3305848	+	cf38c0d6-1d36-4169-bb34-d484d383ceae	1	2348	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Psmc2:Pmpcb	chr5	22007611	+	chr5	21961584	+	c02a0300-4395-47a6-a284-5361f60e5ef4	1	210	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Pstpip1:Lix1l	chr9	55997728	+	chr3	96521707	+	70fe02c1-ac1e-4363-8856-5dc05a30928c	1	1433	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rab8b:Ythdf3	chr9	66826791	-	chr3	16268118	+	5284de1c-2fea-43da-9fc0-5ee153eec027	1	1234	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rac1:Reep5	chr5	143502912	-	chr18	34490283	-	09f6b5b2-4f86-4e56-8f39-b64389445df1	1	217	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rb1:Itm2b	chr14	73499968	-	chr14	73605867	-	e2ad3448-f043-4b56-b2b7-5dbac11932d6	1	1440	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rb1:Itm2b	chr14	73559456	-	chr14	73605867	-	aeed0931-5bcb-46df-a8e7-f3643c316f51	1	2363	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rb1:Itm2b	chr14	73562962	-	chr14	73605867	-	e666f484-a543-4f84-afd1-b8247f85a60f	1	223	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Reep5:Ctnnbl1	chr18	34505457	-	chr2	157678429	+	dc357d79-285b-4c9f-9cb1-79d4a3eb0bd6	1	2366	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rftn1:Tgif1	chr17	50393595	-	chr17	71153393	-	e08f996c-76f4-4d19-88c7-086dcec59d8e	1	2369	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rsu1:Mllt10	chr2	13275721	-	chr2	18175064	+	c72379a3-875f-478a-bfb6-4ec973417aae	1	1626	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rtf1:Rmdn3	chr2	119558096	+	chr2	118968908	-	186cc721-c539-4c33-938c-ce1b7040abd3	1	831	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Rtraf:Psmb2	chr14	19872633	-	chr4	126601346	+	ee8a91a1-2c96-4d14-9a1b-f5daeac60d8f	1	1450	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Runx1:Ubac2	chr16	92622476	-	chr14	122211020	+	c23e6e84-e3c1-4734-8fa1-6925fb015720	1	2014	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Sbno1:Rhog	chr5	124514160	-	chr7	101889519	-	23ebd2ed-4511-4e4c-a266-997259022cb9	1	2017	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Sec22b:Rap1a	chr3	97808736	+	chr3	105657644	-	f061a72b-c1f2-4751-b0c0-b8e756618834	1	840	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Septin7:Tmem120a	chr9	25199614	+	chr5	135766103	-	a54f69f8-ea7a-4997-ba39-10da8ac7eaac	1	239	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc16a10:Rpf2	chr10	40017698	-	chr10	40103657	-	df7f85fc-d6de-4201-b13b-6b8cce0adcd8	1	1459	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc16a10:Tpd52	chr10	40017698	-	chr3	9018859	-	dcac09e9-7a00-4245-b5b6-2f3551d93a75	1	2024	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc25a13:Sem1	chr6	6052764	-	chr6	6560501	-	ee56bd67-4f45-4410-86c9-71e9324bc5b4	1	441	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc25a13:Sem1	chr6	6216995	-	chr6	6560501	-	f1f0a707-0fec-4fa4-9c99-68f831e567be	1	1732	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc4a7:Psmd1	chr14	7766482	-	chr1	86044296	+	87fe4999-d750-43fb-b76b-0f827ae9ecbd	1	250	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc7a8:Gch1	chr14	54995895	-	chr14	47406778	-	8de6a20f-c0b6-4419-be83-4381d75c4a98	1	2040	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Slc9a7:Amn1	chrX	20025053	-	chr6	149086622	-	5a2dd11d-ad55-4ae7-af1c-a88cfeb14a83	1	1254	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Smad3:Pnrc1	chr9	63664753	-	chr4	33246507	-	c47cf384-1b43-4f84-ade5-3b747969882e	1	858	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Smad4:Dym	chr18	73836500	-	chr18	75332233	+	843b97d7-499d-4172-8b6f-32bd72a6a417	1	859	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Snd1:Lmf1	chr6	28480641	+	chr17	25864122	+	21059a4b-3718-4fc5-a8fc-fac3bf19943e	1	1045	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Snrpd3:Ankrd40	chr10	75355294	+	chr11	94229165	+	56c3230c-0d8d-410c-a843-fa9da225ec59	1	2400	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Snx5:Ctsc	chr2	144112296	-	chr7	87946290	+	f2b518d1-dafb-4f71-8d81-0909df2610bf	1	449	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Sppl2a:Psma3	chr2	126768207	-	chr12	71031445	+	7d8f891e-a72e-4b10-a37d-de2aa03cc904	1	867	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
St8sia4:Fam174a	chr1	95581237	-	chr1	95252833	+	2e0973f9-349d-4d80-b11b-d97233bbbe80;e31785cd-65e1-44b1-9b7f-fadf0128cd6e	2	258;36548	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Syne3:1700028I16Rik	chr12	104941996	-	chr10	82654864	+	d825e19b-57dd-454d-8a8c-dda2a358ec4b	1	2418	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tbc1d23:Sirt5	chr16	57028566	-	chr13	43548212	+	4de1478f-6e05-4e08-8776-363e078107c3	1	882	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tbc1d23:Xdh	chr16	57028566	-	chr17	74193514	-	96b81353-1ae4-4dea-8270-59c32c4e1051;f7e211d4-80cd-458a-9fe0-978018d7001b	2	883;1638	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tbcb:Prkar1a	chr7	29923897	-	chr11	109552113	+	44d12618-349a-4e03-9b5d-37710bca96d6	1	884	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tbxas1:Bpgm	chr6	38959151	+	chr6	34481205	+	f3dfdc7e-4849-4fc2-a48f-350488d42c59	1	886	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tcirg1:Sart1	chr19	3948547	-	chr19	5430555	-	1dbae76c-e46a-4003-9d0e-05dabbb28dc8;66a2d4e0-1b5e-4529-91a5-e4d6c5d604cf	2	1269;1641	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tec:Clec4a1	chr5	72980798	-	chr6	122909107	+	df8025fe-2f5a-4cf4-aa5d-20a8d09d3020	1	1477	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tiam1:Hcls1	chr16	89752823	-	chr16	36766955	+	65a63273-0f52-4d96-b3ef-c1a13d195810	1	893	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tmem134:Gpnmb	chr19	4177835	+	chr6	49020930	+	f063da35-ce2f-4e6e-ac20-2541625301af	1	1274	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tmem134:H2-Q4	chr19	4177835	+	chr17	35602970	+	1aca4cfe-bc13-4aef-9ca8-10dd5ac26523	1	1275	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tmem38b:Uty	chr4	53826220	+	chrY	1102891	-	094cd674-a8a2-4ee5-b6e8-e486465a7866	1	267	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tmem63a:Aim2	chr1	180776457	+	chr1	173292536	+	1328bb14-49fc-4465-b15b-73da9bebd2b9	1	2077	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tnfrsf1b:Dhrs3	chr4	144973293	-	chr4	144645220	+	33994878-9da6-41e9-a0ba-dfb827e3f4a2;8b32bc2a-b78c-4e47-bb96-d52b031948b5;8cb29498-d4b1-457a-979b-06a2bd4079dc	3	1645;1738;2764	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tnfrsf1b:Prxl2b	chr4	144973293	-	chr4	154983137	-	c444df32-1c2b-4a36-910e-69df8d0bdade	1	1276	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tns3:Rab33b	chr11	8529082	-	chr3	51400776	+	431a23bf-da26-4b4b-855a-832d9067fbfa	1	465	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tomm70a:Ltn1	chr16	56942557	+	chr16	87179674	-	62bef9b8-a544-438f-a2ab-30df0eafe981	1	905	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tpd52l2:Cmtm7	chr2	181141783	+	chr9	114586359	-	bba7de39-238b-4547-a28d-f6311cfac5c1	1	2082	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tpm3:Ubr5	chr3	89995051	+	chr15	37968749	-	10c2ca9e-239f-4b75-9067-0165abbbac93	1	909	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:B2m	chr7	30117007	+	chr2	121978166	+	896805a4-7635-48d2-99fe-993cb2f2634a;f9f37ced-c923-487e-9f97-fb11db0d1f42	2	29410;34699	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ube2g1:Skap2	chr11	72563883	+	chr6	51856828	-	b0958da6-e48a-45f3-83a0-9fffce975d4a	1	475	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Ube4b:Oas1a	chr4	149449910	-	chr5	121037368	-	5fc641fa-6bd8-442e-ad76-63742d0c64ac	1	2444	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uhrf1bp1l:1810058I24Rik	chr10	89581150	+	chr6	35237344	+	8113630f-7fd2-474b-9760-ef2274d8868f	1	1492	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Utrn:Pex7	chr10	12496934	-	chr10	19745139	-	2e852c4e-3df9-4da0-8b8b-e58ccb390289	1	2095	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uvrag:Gm47754	chr7	98715006	-	chr13	37773129	+	d0e61d9f-1fce-4793-9b25-1e6806c4a945	1	1493	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Vrk2:Gm20717	chr11	26500025	-	chr15	63973075	+	aa1f93b6-87bd-4dea-8a5d-f0d39845679c	1	1063	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Vsir:Dctn6	chr10	60200087	+	chr8	34564448	-	6cf8ad7f-e548-416b-a609-8623353f2039	1	284	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Vti1a:Trir	chr19	55316888	+	chr8	85756167	+	4b799d17-334e-4b68-8c23-5a1d51daa4ba	1	938	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Washc4:Riok2	chr10	83386812	+	chr17	17613716	+	3dc7c6d3-221b-461a-8955-7849b86392f8	1	2102	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Wdyhv1:Prdx1	chr15	58004977	+	chr4	116556367	+	93244794-4200-457c-8500-c49ac00a5978	1	1064	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Zc3h7a:Ppp4r1	chr16	10982455	-	chr17	66145812	+	9262f27f-23bf-462b-8b60-cc234cc5cbd3	1	1297	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Zdhhc13:Mapk1ip1	chr7	48465324	+	chr7	138438759	-	9dbe3e64-32ad-443f-b128-8d83adc8e45d	1	2107	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Zeb2:Gtdc1	chr2	45000027	-	chr2	44460522	-	8be09d48-2d71-4db8-ac5e-dc404e881e28	1	2462	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
