species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1181999	LongGF	ENSBTAG00000056213	ENSBTAG00000004662	26	26	-	-	11177114	11125549	-1	unvalidated_caller_evidence	11177114	11206220	0	205	11102710	11125549	204	4321	06048203-fbf6-4c5b-9b28-f07c80f858c6	60	198	60	4013	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.121646	LongGF	ENSBTAG00000056213	ENSBTAG00000004662	26	26	-	-	11177114	11125549	-1	unvalidated_caller_evidence	11177114	11206164	1	140	11118506	11125549	139	1683	8ef8c2a6-130e-4d1b-bb22-0ceefcfa5c09	15	136	60	1514	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1475082	LongGF	ENSBTAG00000056213	ENSBTAG00000004662	26	26	-	-	11177114	11125549	-1	unvalidated_caller_evidence	11177114	11206352	0	324	11102710	11125549	323	4410	2eb779cc-2c22-4073-af34-6cae3392ee15	60	317	60	3990	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.35863	LongGF	ENSBTAG00000056213	ENSBTAG00000004662	26	26	-	-	11177116	11125549	0	unvalidated_caller_evidence	11177116	11206167	7	151	11102710	11125549	151	4219	94870bdd-0354-47b9-b581-4576abacbfb1	57	141	60	3967	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1687048	LongGF	ENSBTAG00000049411	ENSBTAG00000074626	X	Y	+	-	138904041	1142014	-2	unvalidated_caller_evidence	138855839	138904041	2	327	1105594	1142014	325	1312	7fe78d86-f236-4382-8881-a04ebffaa279	13	321	22	971	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1857236	LongGF	ENSBTAG00000049411	ENSBTAG00000074626	X	Y	+	-	138904041	1142014	-2	unvalidated_caller_evidence	138855855	138904041	0	304	1105594	1142014	302	1274	ebffb75d-52f2-4f21-8626-df793cf09ecc	13	303	10	953	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.261348	LongGF	ENSBTAG00000049411	ENSBTAG00000074626	X	Y	+	-	138904041	1142014	-2	unvalidated_caller_evidence	138896907	138904041	131	303	1121579	1142014	301	986	d3354afa-c274-4074-8d7f-8f0ed49163ac	23	159	0	658	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.292118	LongGF	ENSBTAG00000049411	ENSBTAG00000074626	X	Y	+	-	138904035	1142015	1	unvalidated_caller_evidence	138855865	138904035	7	314	1102628	1142015	315	1555	95e40968-7eb3-4668-a163-27197c6b256d	2	288	10	1176	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1078291	LongGF	ENSBTAG00000050515	ENSBTAG00000064308	NKLS02001361.1	17	+	+	30108	71164401	4	unvalidated_caller_evidence	29816	30108	101	398	71164401	71166204	402	925	a948258e-804d-4907-9bba-4c15761df26b	47	281	1	492	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1755745	LongGF	ENSBTAG00000050515	ENSBTAG00000064308	NKLS02001361.1	17	+	+	30107	71164401	1	unvalidated_caller_evidence	29623	30107	5	369	71164401	71166207	370	865	6ffd30a0-4852-4cf3-ad9a-a94697455132	42	357	1	480	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.64414	LongGF	ENSBTAG00000050515	ENSBTAG00000064308	NKLS02001361.1	17	+	+	30112	71164412	8	unvalidated_caller_evidence	29612	30112	0	373	71164412	71166179	381	824	11983fe6-00c1-452a-8d7d-fa7f2d8be689	32	364	1	434	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.925605	LongGF	ENSBTAG00000050515	ENSBTAG00000064308	NKLS02001361.1	17	+	+	30107	71164402	8	unvalidated_caller_evidence	29611	30107	0	382	71164402	71166199	390	882	9041644e-b6f7-4e03-9728-a9e59832b5f6	60	379	1	481	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1333081	LongGF	ENSBTAG00000001801	ENSBTAG00000060658	24	24	+	+	12655865	12715333	-5	unvalidated_caller_evidence	12650252	12655865	8	1181	12715333	12715481	1176	1321	81277469-6779-48a8-90e4-a5af6837f9a9	60	1152	60	145	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.162825	LongGF	ENSBTAG00000001801	ENSBTAG00000060658	24	24	+	+	12655865	12715333	-5	unvalidated_caller_evidence	12650297	12655865	3	1140	12715333	12715474	1135	1265	0350d2ef-3db8-455d-bc30-83e9a0f4b78e	60	1120	60	130	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1771837	LongGF	ENSBTAG00000001801	ENSBTAG00000060658	24	24	+	+	12655865	12715333	-5	unvalidated_caller_evidence	12653489	12655865	0	722	12715333	12715474	717	854	a77e8fd2-2b98-4e5e-8bc2-642c5cabcdb6	60	713	60	136	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.3747	LongGF	ENSBTAG00000001801	ENSBTAG00000060658	24	24	+	+	12655865	12715333	-5	unvalidated_caller_evidence	12650240	12655865	0	1197	12715333	12715474	1192	1331	dfc2caa7-3fd4-462d-94cb-1be2083115ee	60	1176	60	135	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.266176	LongGF	ENSBTAG00000050515	ENSBTAG00000058030	NKLS02001361.1	17	+	+	30100	71170639	16	unvalidated_caller_evidence	29654	30100	0	331	71170639	71172443	347	850	5734d3d4-cf45-4acb-90eb-e682f49279c0	60	324	0	492	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.880572	LongGF	ENSBTAG00000050515	ENSBTAG00000058030	NKLS02001361.1	17	+	+	30108	71170627	1	unvalidated_caller_evidence	29612	30108	0	381	71170627	71172443	382	899	dac036e8-9df8-4e48-9ea7-ed8aad205e0d	60	372	0	501	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.889731	LongGF	ENSBTAG00000050515	ENSBTAG00000058030	NKLS02001361.1	17	+	+	30114	71170636	3	unvalidated_caller_evidence	29621	30114	4	377	71170636	71172442	380	874	cde3a6a4-8d85-4d15-9c5c-d6a19fdaf8fe	30	365	0	474	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1670238	LongGF	ENSBTAG00000047223	ENSBTAG00000052413	13	13	-	-	57531508	57479957	-4	unvalidated_caller_evidence	57531508	57531911	0	389	57465316	57479957	385	1778	a20bc369-6cb5-404a-8422-f6310105691b	60	382	60	1367	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.383870	LongGF	ENSBTAG00000047223	ENSBTAG00000052413	13	13	-	-	57531508	57479957	-4	unvalidated_caller_evidence	57531508	57532584	0	817	57465315	57479957	813	2193	ed0254d2-3122-45fb-94c9-fae3e4cfb2b7	60	794	60	1334	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.911128	LongGF	ENSBTAG00000047223	ENSBTAG00000052413	13	13	-	-	57531508	57479957	-4	unvalidated_caller_evidence	57531508	57531636	2	127	57465316	57479957	123	1453	4098b60b-0c22-4bda-94d6-c90f017ace32	60	122	60	1314	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1507699	LongGF	ENSBTAG00000050136	ENSBTAG00000064308	17	17	+	+	70793470	71164401	-3	unvalidated_caller_evidence	70792971	70793470	0	477	71164401	71166204	474	971	160a4d0a-42b7-4a5c-9819-c350256f9f73	0	372	1	488	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1744610	LongGF	ENSBTAG00000050136	ENSBTAG00000064308	17	17	+	+	70793470	71164401	-3	unvalidated_caller_evidence	70792970	70793470	4	395	71164401	71166200	392	901	352536ee-4278-4356-8fc2-da6d839c3a80	1	373	0	496	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1147699	LongGF	ENSBTAG00000058403	ENSBTAG00000018248	22	22	+	+	59639136	59738445	8	unvalidated_caller_evidence	59638244	59639136	0	177	59738445	59826633	185	2810	209876ca-b102-4ead-accf-d167968faae2	60	174	60	2571	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.65174	LongGF	ENSBTAG00000058403	ENSBTAG00000018248	22	22	+	+	59639141	59738441	-1	unvalidated_caller_evidence	59638025	59639141	7	399	59738441	59826843	398	3245	4b9dbcd7-ee33-4485-b95d-91ad3831b4ff	60	386	60	2784	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1239560	LongGF	ENSBTAG00000071137	ENSBTAG00000014861	27	27	-	-	37368928	37306640	-4	unvalidated_caller_evidence	37368928	37369080	1	151	37252166	37306640	147	3556	0abd6caa-9e12-43e7-9ffd-cbba4407c4fb	60	147	60	3348	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.545095	LongGF	ENSBTAG00000071137	ENSBTAG00000014861	27	27	-	-	37368928	37306640	-4	unvalidated_caller_evidence	37368928	37369073	0	141	37252166	37306640	137	3592	22e1eb95-b210-44b7-a302-0f41063fdf91	60	141	60	3388	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.339760	LongGF	ENSBTAG00000075859	ENSBTAG00000017294	27	8	-	+	6225410	103551038	0	unvalidated_caller_evidence	6225410	6226176	144	897	103551038	103554405	897	1547	92f775a2-a202-4be3-9e6d-1acd2ed54d8d	60	716	60	634	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.535240	LongGF	ENSBTAG00000075859	ENSBTAG00000017294	27	8	-	+	6225409	103551036	-2	unvalidated_caller_evidence	6225409	6226176	169	930	103551036	103554405	928	1560	b633b9f9-1b15-4589-89b4-4758659d6d20	60	732	60	628	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1285813	LongGF	ENSBTAG00000019338	ENSBTAG00000006439	X	X	+	+	3168951	2980426	-1	unvalidated_caller_evidence	3168846	3168951	3	109	2980426	3007250	108	1434	3f276886-2ef5-4d73-ad07-1bea99997865	0	102	45	1310	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1434724	LongGF	ENSBTAG00000019338	ENSBTAG00000006439	X	X	+	+	3168951	2980426	-1	unvalidated_caller_evidence	3168803	3168951	6	165	2980426	3007256	164	1665	9b9356cd-8267-48fb-9560-304c69d281b2	0	146	48	1450	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1028161	LongGF	ENSBTAG00000008505	ENSBTAG00000006745	11	17	+	+	77918266	2846470	-1	unvalidated_caller_evidence	77917847	77918266	7	426	2846470	2848782	425	877	18678dd4-33b9-43a0-8803-0202ecd3f54d	60	409	60	449	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1147920	LongGF	ENSBTAG00000006745	ENSBTAG00000012703	17	23	+	-	2848594	12494288	3	unvalidated_caller_evidence	2846289	2848594	0	452	12494168	12494288	455	572	4a060f76-94a2-4526-91fc-a363d175e792	60	445	60	117	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1404541	LongGF	ENSBTAG00000069262	ENSBTAG00000005273	11	11	+	+	6781926	6876058	1	unvalidated_caller_evidence	6781748	6781926	18	192	6876058	6912369	193	849	2c208cd4-de31-472a-9501-f3ba64090ab4	60	173	60	641	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1682730	LongGF	ENSBTAG00000060382	ENSBTAG00000005338	27	15	-	+	6219483	63302958	16	unvalidated_caller_evidence	6219483	6220065	0	583	63302958	63316292	599	1303	ce6bde39-5dc9-4f94-a8de-40ea5024ae7c	60	556	1	677	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.536636	LongGF	ENSBTAG00000005373	ENSBTAG00000046684	10	10	-	-	46993319	100832069	2	unvalidated_caller_evidence	46993319	46993873	11	559	100831734	100832069	561	890	6449cf0b-4d19-4fcc-818c-ecf8857a04ab	60	533	60	324	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.58700	LongGF	ENSBTAG00000005386	ENSBTAG00000038477	1	11	+	+	96484403	49462993	-3	unvalidated_caller_evidence	96484041	96484403	0	344	49462993	49463255	341	599	cfb2a060-804f-4b7e-a53a-a85faba4aa3a	60	338	60	253	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.770087	LongGF	ENSBTAG00000075859	ENSBTAG00000005574	27	8	-	+	6225414	11181250	2	unvalidated_caller_evidence	6225414	6225930	2	493	11181250	11194504	495	2030	f19183aa-a01a-45cb-847b-31ad959dc860	60	481	60	1518	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.729830	LongGF	ENSBTAG00000005868	ENSBTAG00000046358	5	14	+	+	96912662	63641298	-2	unvalidated_caller_evidence	96875383	96912662	1	915	63641298	63643551	913	1500	1dc01e74-851c-4c91-8cb3-27fddbe39477	60	890	60	569	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1307691	LongGF	ENSBTAG00000017121	ENSBTAG00000006075	6	11	+	+	88489355	50551160	5	unvalidated_caller_evidence	88488683	88489355	5	110	50551160	50551404	115	351	b07dbd72-4331-4ebf-a33d-c2c02aef306c	60	104	60	227	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1674785	LongGF	ENSBTAG00000006142	ENSBTAG00000073712	1	7	+	+	113341871	68214099	-1	unvalidated_caller_evidence	113338963	113341871	5	151	68214099	68214216	150	263	8f4e6348-ab59-4185-947e-8b05be89467e	60	145	45	110	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1012542	LongGF	ENSBTAG00000074756	ENSBTAG00000006307	3	6	+	-	9984089	102252074	1	unvalidated_caller_evidence	9983923	9984089	0	161	102227691	102252074	162	830	2bf9c17f-7de2-4fc9-b1da-708b3c759116	60	159	60	653	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.974869	LongGF	ENSBTAG00000006354	ENSBTAG00000006370	18	3	-	+	39037401	14500829	18	unvalidated_caller_evidence	39037401	39041596	40	1253	14500829	14501152	1271	1584	09a0c2d5-32cd-461c-9643-64f4ba2cb3d9	60	1164	60	310	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1211327	LongGF	ENSBTAG00000007620	ENSBTAG00000026886	16	21	+	-	51202687	68462509	4	unvalidated_caller_evidence	51201648	51202687	0	170	68460843	68462509	174	450	41fe43c4-49e8-42a5-86d7-6844230f12a3	60	168	60	273	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1589784	LongGF	ENSBTAG00000007685	ENSBTAG00000067528	9	9	-	-	104081262	104025328	-2	unvalidated_caller_evidence	104081262	104088263	0	322	104023614	104025328	320	1990	60a79db8-ba92-4332-bb65-b251ab3b53da	60	318	60	1629	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.461653	LongGF	ENSBTAG00000007850	ENSBTAG00000011931	22	5	+	+	48061009	57531483	6	unvalidated_caller_evidence	48059599	48061009	0	256	57531483	57532163	262	523	6082596f-3e4a-4e23-b2d1-5a05e18a0710	60	248	60	256	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.788193	LongGF	ENSBTAG00000030600	ENSBTAG00000007850	18	22	-	+	2774125	48074411	-2	unvalidated_caller_evidence	2774125	2774308	0	184	48074411	48074585	182	349	fb8e6bfc-49f7-42f4-8cf7-eb0fc30fb005	60	178	34	161	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.305665	LongGF	ENSBTAG00000014177	ENSBTAG00000007920	20	13	+	-	33339236	51276307	-1	unvalidated_caller_evidence	33325719	33339236	0	427	51276054	51276307	426	652	4825dfc3-e258-46b5-b652-6d01598a3924	60	416	60	226	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.552652	LongGF	ENSBTAG00000008122	ENSBTAG00000023939	3	26	+	-	59600004	21016770	-3	unvalidated_caller_evidence	59592051	59600004	1	350	21016659	21016770	347	459	34a9a036-eaec-47d2-9de9-a806b7f37ff2	21	343	60	109	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.695793	LongGF	ENSBTAG00000046172	ENSBTAG00000008237	16	29	-	+	59423249	50185524	-3	unvalidated_caller_evidence	59423249	59438152	2	918	50185524	50185634	915	1023	d9a50933-8f06-4588-b040-d18c8b8a6fab	60	890	60	108	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1123621	LongGF	ENSBTAG00000006864	ENSBTAG00000009735	23	18	-	-	27333783	65641242	-1	unvalidated_caller_evidence	27333783	27339130	0	1270	65641103	65641242	1269	1404	f755c49c-ff1b-4de3-b6a6-ccf1aa10b1ba	28	1249	51	133	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.725199	LongGF	ENSBTAG00000008509	ENSBTAG00000016151	22	19	-	-	50135594	19857575	3	unvalidated_caller_evidence	50135594	50146676	0	957	19855907	19857575	960	1722	d840f3e7-8afa-4a55-8d4e-eb9f747b974c	60	929	60	735	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1040819	LongGF	ENSBTAG00000008570	ENSBTAG00000009965	7	25	-	-	61774376	1765435	11	unvalidated_caller_evidence	61774376	61777358	22	503	1765106	1765435	514	837	b2e6dc30-1f8c-4280-949c-7691b7a7dde5	60	468	60	318	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.151387	LongGF	ENSBTAG00000031178	ENSBTAG00000008570	1	7	+	-	125443326	61776697	-1	unvalidated_caller_evidence	125441575	125443326	1172	1371	61774367	61776697	1370	1708	6a33d4c7-9e94-4ac3-a9cd-99c7bcfda488	60	194	58	335	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1226762	LongGF	ENSBTAG00000008612	ENSBTAG00000010123	5	18	+	+	103387249	52640414	2	unvalidated_caller_evidence	103386920	103387249	6	330	52640414	52640562	332	482	e4e49dd5-4dd3-418b-ae02-eb43cb41f8c9	60	317	57	141	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.491566	LongGF	ENSBTAG00000013718	ENSBTAG00000008612	6	5	-	+	86979670	103386987	8	unvalidated_caller_evidence	86979670	86980642	3	266	103386987	103387577	274	846	0bc23e73-41ac-484c-bbd3-8454780004b9	60	258	60	568	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.72809	LongGF	ENSBTAG00000018033	ENSBTAG00000008937	13	13	-	-	23808018	13034718	-1	unvalidated_caller_evidence	23808018	23808394	0	348	13034518	13034718	347	546	648a5e13-0922-42d8-89c0-a0f68cdbafbd	60	346	33	192	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.660490	LongGF	ENSBTAG00000013452	ENSBTAG00000009212	10	3	-	+	52088024	8283960	-1	unvalidated_caller_evidence	52088024	52088814	4	780	8283960	8284123	779	938	e96509f5-851d-41f0-a049-98b13771d568	60	758	60	154	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1782118	LongGF	ENSBTAG00000008505	ENSBTAG00000017196	11	21	+	+	77920383	55389055	1	unvalidated_caller_evidence	77920224	77920383	2	155	55389055	55392453	156	1075	e2cf8d0e-24bc-492c-9588-93ed57f43170	60	153	60	904	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1330599	LongGF	ENSBTAG00000006833	ENSBTAG00000014744	24	7	-	+	58311359	46380008	0	unvalidated_caller_evidence	58311359	58311469	0	107	46380008	46418507	107	374	1e8b3da4-1515-409a-a8ff-70edafcce21a	60	107	60	262	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1522947	LongGF	ENSBTAG00000006883	ENSBTAG00000010662	5	17	-	+	26937091	70092636	-3	unvalidated_caller_evidence	26937091	26939142	0	195	70092636	70093301	192	840	06ae7308-780a-4716-938d-b38fe4186eb2	60	166	60	638	True
