job_id	peptide_id	protocol_id	seed	junction_coding_nt	split_junction_codon	junction_window_start_1based	junction_window_end_1based	junction_mean_plddt	junction_fraction_plddt_ge70	cross_junction_pae_mean_A	orf_ids	pair_ids
protein_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992_single_sequence_seed20260919	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	boltz2_2.2.1_single_sequence	20260919	457	True	138	158	31.132614135742188	0.0	18.2503604888916	orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d;orf_3a3719b643b5332d1f688379422ecdc9e467524ae0b29003eab6aa60983114e9;orf_8617bbdb004d5737186e0be52b644948330fbd921a90e8013f53461d0ef2d789;orf_96c6ff77691c5b31324503ef3b35277755a07aacee49c1ce0f805ac283aeb880;orf_9b52bfe86a98c4d0680be6713b9484b3ea86eac52df4b08a54bd96601aeee3d9;orf_f92033d45e5bdc889fddd384233c1684e351d8dccf49d0492cf31c9fc27195a1	Laptm4a:Nrp2
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260919	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	boltz2_2.2.1_single_sequence	20260919	844	True	267	297	49.55219650268555	0.0	11.596427917480469	orf_27ba0e253160652e6df41bc113a17e84575ba99d2c0e9620b32b4bd4b963bad5	Psmc2:Pmpcb
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260919	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	20260919	220	True	59	89	45.10266876220703	0.0	20.55575942993164	orf_54cd746fdd6c2d7ad1722acf8a131da0e13c3c575c6797456cc45d7b281e933b;orf_56a2b7cf0a8d8f48ac7bc0e88cb0837b45d343eb61ee2ae177f6d32daedc231e;orf_72aa4aa9c7dc2940458fed952a5c2fe8c582d5fc93f955e8d1694feb835abdfb;orf_793102b0f2fa96e0aea1c967efe71293a8dc59a9a8ec2bc3018c1221696ab570;orf_79b936c73f20a7520dfd9238b31ebd33ee54a0bd0166019a540dcb9ffe53d30d;orf_83ccc490a3f531d466e63ae4d0a9bbb22188d685cb62240d2535eb5e89646d66;orf_cd742926d553caf089c8ac933bf8bbdd7ca88ff1bf0562327bd16d8be4112418;orf_e5993add2e0661cc2e675829b5bd0cb897102ee31f6141d212fd9ca8e6a79426	Gsdmd:Tmem106a
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260919	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	boltz2_2.2.1_single_sequence	20260919	126	False	28	47	59.547080993652344	0.2	10.959721565246582	orf_21f0722d79774b94a1a42a8ba998b25aaa10f01f06a9cfbd1b30eb01db64d8ac;orf_44b279b4c8a6722e868cc340ba364c38a304598a0025abba80a9930b98fbf773;orf_94b287595d9354397ed2244ed9c9181c280fc29085555476dad5d15d29563572;orf_c6447545049b6c6c64c5d1a846dd25724695d8879d4edfa22e0aabfd8a9c5b4c;orf_d3fcac55e59faee40dcc14ab424c65f4f89dca235b662ce548ba02165a392342;orf_dfde784e65b9662c6be9ed84503a7288f451d7d0e4d6df9dd964ba53d29406f5	Snrpd3:Ankrd40
protein_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5_single_sequence_seed20260919	peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	boltz2_2.2.1_single_sequence	20260919	404	True	120	150	34.94851303100586	0.0	17.864654541015625	orf_7f43a57def18f55edad53d332680f66684a44006c6209befed8d349e02e8aead	Ehd1:B2m
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260919	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	boltz2_2.2.1_single_sequence	20260919	251	True	69	99	59.97185516357422	0.0967741935483871	5.5440168380737305	orf_0d70cce67e44e4489c7aa990bb5726c53d5b5adf33323a5adfe61f8d72116702;orf_34a9f7bf58ae51ac820a412da3be7cbbf995f0f53aba46732c6994feed0bf0aa;orf_4af4304437e32195c439569e0a121f0a42b9247bcc199cdceae521101db7e01e;orf_74e992bb54560714bd8c24c91f2080f39b9a4b2fcb11d70d96839aeb4dfc3926;orf_75f15cb48bdf3827b27e65d45f960d32f7879a5cf25472cf902fa74fa0b73761;orf_84aafc605a5b32eb71da0420b1412ca95aa35280bf3264ec017fe9b4ea60531a;orf_aa70935af1d2ef32935929ca54ea20d64a52f6f9d0c729e5a457daee6b0d63ea;orf_ca46d7c72ae4db058055e49dda40c012bd07daf7a43074947e04bd02d7f51442	Chchd3:1810058I24Rik
protein_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96_single_sequence_seed20260919	peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	boltz2_2.2.1_single_sequence	20260919	124	True	27	44	52.236846923828125	0.0	16.36748504638672	orf_58ea285c7263c342287ea61733b0777f81c58bf5d796df1cb5072b636e8b65d5;orf_d997340860df1fa0c8d4076ccb52c6a4c7da56b0cc31061feb4c5931b73b5c46;orf_fd69839cf533d356c5cb9ec26a0d09010aeaa70db6c934cab581f8d9d973d916	Rab8b:Ythdf3
protein_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b_single_sequence_seed20260919	peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	boltz2_2.2.1_single_sequence	20260919	89	True	15	39	53.716487884521484	0.0	11.272245407104492	orf_1ff7d96628d4e1e311bd7fadd5ab7eca46e56ea4b33e9e3088bfb5661efc6f32;orf_3601668f2861228452c02dbfa60d4c3f036f716929221150e35f48b1a7032fa8;orf_36e3fa6eacec280ff998858bc592301d81db359e3c24088875af67d0846f45ce;orf_4256cbfcc09eaed4e7223f0c174d359327102d4dd8675bd2871b880a3a3012ce;orf_6158616796cbe127c641d684231d98e1e6f5d9340b7f077c98616c0824f0cbe5;orf_9a72c924daa43054fe0b47d6e34071b071786b577a5a60fa0352c0d78e70189c;orf_ce8b7b425b16153e651b8dab0e5768f39ab916021a1335c98d9b2ad79d696f2d;orf_ec9c0b0b8a60a859788989419a6959eae8d47545dad39fb68993c36edb21e407;orf_f535cfbc09505552da50fb5df2479cf55db8c3e420a0eb60a58e7e169dce8fc1;orf_f8c479c83a75b9de196505097b50b30941b996474db9e01192bcc569187fa150	Wdyhv1:Prdx1
protein_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53_single_sequence_seed20260919	peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	boltz2_2.2.1_single_sequence	20260919	266	True	74	99	66.01679992675781	0.19230769230769232	8.529500961303711	orf_0a0283b8715637f37b2f55925838772d9ce242e7a0d71b267d1678e7efeb41eb;orf_155e5891c7c3131066d6649753bf7eb1a8fd3bc331f29f1155ddc2f553a548a6;orf_22908a3fe671c1348eb9d2bb8b216031c239d337d4713b84b5ba188b3ace5f82;orf_77b4e354541dda504056c412e04a1201dd33fb93265f1c6a473b3d69fcd3db5d;orf_9773149ccc9ab50db4048142870964fce437625f9001a791e171f1fefafbdd82;orf_9b8e339dbe3b82d77e6ebf7d6a157583217c4729f12beda999ce8e68ae3e3c70;orf_a4ae9019fa2f5837e989f97d2721ca843958433d17adb50f30099add7c017c86;orf_e62cc1995ba968e59a57c1e9a580e586b8f5492fa3d3f624d4e01af7fb4971ce	Tmem63a:Aim2
protein_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa_single_sequence_seed20260919	peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	boltz2_2.2.1_single_sequence	20260919	591	False	183	207	37.066062927246094	0.0	16.531648635864258	orf_8a25ad481d777bd7289d2bc54188e6644f5c9bdc76f66d537cebf18dc90d2a26;orf_9142525481a1cd0db1d7e7bc59022a9bd3097ee1b1bcb8d2f2ac1b4bee0456b4;orf_f7149ce97d6b631772d7c681567b62b0ac9d632da00b39f952caeb165fe58ab6;orf_f8f8a7976634ab0b48ca9ea49a1851ca55c0dc6137c6fba102570476acd97597	Abcc5:Oas1a
protein_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52_single_sequence_seed20260919	peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	boltz2_2.2.1_single_sequence	20260919	249	False	69	98	38.73713684082031	0.0	18.348770141601562	orf_002c6fa58e7aba7d6520679ada2bd04a20fa9c7965597a120ace328960571425;orf_1abcae930cc7f85ebd68589b939b9473f692e290cd0f0ff7ca310dd3f904c667;orf_76814e6799b4dfd321ee6b7a18ab4af6a52836382474247772ee75bfb2ef8740;orf_7d6d35f9b65f5eb147c5a6d1cc1d043b2eb7a4bc0fb5ab3df29ecc5d31a7aa33;orf_98ad79984f725bea1cc5abafbde21b404036c25da9ebe5110daa26d482833362;orf_b8d0010503aa7fd4010f4e704ed87d20be3ae52fec88f05c821e3a32a39b8afd	Nfkb1:Cisd2
protein_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06_single_sequence_seed20260919	peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	boltz2_2.2.1_single_sequence	20260919	387	False	115	144	38.65643310546875	0.0	18.143980026245117	orf_01a406fe90f2686341aa8ed161b614106b93397b08afd1bd8f03e873ed37d861;orf_3e8465bae8eaa260040475ce0c51e251ea57e883c75e23cbc7f0074bdd9b95c0;orf_4220c8ab91d23e4977794cd2ce935744f6e66fd0c58896cf20a6316a4f5a9c1d;orf_6733db6f39870e2b9422ce40998052ab65042c3150f4d309a5b7607457c74462;orf_855fdd6439f3ba34917fcaf013ddf74538417be5f345ac99f92612c2cbded8bb;orf_87bbfa8c07af3fa56e78144a2ad197ca0b044be8272744e80333b3960809d3b4;orf_cb5f1be1e9b558aea7ba668cebd0425521aea87ed88a570cd5e06dd57b8f66e2;orf_f0a3ea13dc80f5f3ead53b935c2f36353da38ab216d077448021669277c2295f	Aoah:Blcap
protein_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419_single_sequence_seed20260919	peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	boltz2_2.2.1_single_sequence	20260919	505	True	154	184	34.05478286743164	0.0	17.47091293334961	orf_e57c2c4635472e85e6885b008f50e877ff45691fb79176d4f88e7652490dc371	Slc7a8:Gch1
protein_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18_single_sequence_seed20260919	peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	boltz2_2.2.1_single_sequence	20260919	610	True	189	219	49.12311935424805	0.0	16.62731170654297	orf_04fa11d6e08f583296d357d9104a8b9622515ed0485f19b9526996b70e0aa3a2;orf_21902b41a85d7bc3a7e9a2e39aeee75faceb39d901b922b5701775c0d8c1d639;orf_42b194a4289f6236e85f3123abcd7ede5e576751d4938cd84d3a31dee553781a;orf_62f67334d3cb5b2ba59a380ece963576d89859745bb1ee88d5092b8642d23d54;orf_6bf4d385f0e8825f63ddd0b1b11c1a32a9e768408eaeb8c18fd28ad61579a9ce;orf_92c79c1c1acad18b13c1db4b4328324c417bc28dc19a220e39e87f1aeb445603;orf_9414cb089ec7a330132411d55e7757c65dbc3cdbbd414bf53f85ee0ef0c1701c;orf_af15de62beb22ffa6e14e09ec6ca82c994a9471999a2e29b51bf10ed5fbdcd47;orf_c8d23e55fff004c0a5410f394c74b45541084e071457bc2652f8667e56b2d508;orf_cf9d14bc41b068519a57581567452503819d1e131e9a7a9917a8e1503f463b25;orf_de36b62b9a9dd0def8d6fd0d910cbfe73fc4996c4eb95976d7994c7d4c1a3120;orf_fed3e08572d2a9e43d619af9587056adbcbfeddeb108c3de05f2a03d93472f86	H2-Q7:Tmem179b
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260919	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	20260919	68	True	8	38	89.55607604980469	1.0	7.54442834854126	orf_045919cf24db8993c0640b757e608072ad697681a3e914e03f346d64d289a0b4;orf_0ee03ae88971746f23c1ff5c65c33d7c01fbed7efebd37ff4084e0d0036d9a23;orf_15e2a47c50db80958315091fde4d6c1460d58dbd9af5f8775676b81e5ba78375;orf_1f2c4de3279ad378c8c1a9cc126788ae3a582e42aa379f8a6d72a7e857e2ae09;orf_261ce6b53a8270f7a0c16c899e4215a81baed4901c68b51fb11519aaa83d22b6;orf_2a3674d8f0113b24af2f1dc3fdeaed9c49d687ee3148ee4555c71b6c228a79bb;orf_2e65bc507214e5b15dc5f25d579e70abdbb3e8fecd0e9aeaab5181e5b64dd9c5;orf_396544ace2de20b76e8c7680847eac3cfab8ff3d8d131253192426cb1484a698;orf_3bf10d1ab0effbadc4f630092ba6c90880a91de719cd8c2fa44450f8119d12fc;orf_4b74dfdffba3516dc75e8b4d81798a243aaf3ef829a467c208ea1c2fb2e85ed5;orf_4bc94ed76ac06be846f088a727d0bcc8f7eb6ebb5039a582e64c7a9f2fd9b147;orf_5726f23f56665a04389cf973d50e90bb2c0c07c0c077969ebaaf65a950d73931;orf_59734bd7a9f9a6bce29a9afa47c84e6d1ada2e49676428f793354726e3b7c757;orf_5d0912bd42f98728084f52d26d6b416f94f764476d790c51c764b07acefe51a7;orf_6f82d674c06c9e0422ff7287b24aaa5c79152f754850e6948c8c321934a108d9;orf_7dd748c51a286530abe17b458a4aad7e9dbb7c20ba019135c0e6edc49dccbe56;orf_7e4dee2ae89eb55d0434ef15655cd7c3c6c90173b718e887d2f785d4862f1b5b;orf_838c63ebe210c6ec351d43ceb1642d8f663b4aef0318895159c4c0e3b00c8176;orf_869c8ffc9c583e52052b960c3a21a46c70cd66c34c05dff9b410167f86d08eef;orf_95393afd98dd69c707faab8c7420a3699b8a9582007387db9607b0d544678a53;orf_9974b664a60e77fcb9d05357c627d3642d404d1651b090f2728f99e86613600d;orf_9ff92af2637010e4a973809a8453cb6591bf5253a218b73fb8691064dda1d367;orf_a0afc186d551149fe3aadb9d4f070c32e4f4cc192a716a4b0d0247ed3a85012d;orf_a37f4863e34dd5966a1acba90e135d7623f4b1006f73fc0ff058506cf8971743;orf_ada27386fd7817425c5b5697ba1d4e7279d87a1c78268981eb789430d70692d5;orf_ce4cb9d143d22fdc01b4aac598875f0e17a197c9a0d904f3b75140ce94808102;orf_d6b71088a1c9fa27c26bdb7045c13d129ba044f1ca711f9c2da2c9f6f453fa56;orf_e26f88e18dbff588f982850702b3f08d83d95ef12e2be6f97ec3db05e0e0af7f;orf_e4f805ef9530d9718ca51b9f6ff04198bc8c59dc78eb56e5fbefcb672ea5c2a8;orf_e968e4cba4333d0c60a835a824607f055cbbf653ee0a3e6f24c20c0eaa914f01;orf_f20a040096c6178604c193c1405927c5bad94944228a1758c8a9b06bbcabcf11;orf_f28f0b78c960eb4fca17f3f0455f129c21702fbe3558e31b4a2a33af66aef75a;orf_f2b36dae5e30804fb13c8f9de1367da5ba3ecd39e83b475a1bf3b7bcea55e376;orf_f5b58ccf1ea29d635dcf52f59ce20d8c8885e6a9a6f5098b210385c7e4b63ad0;orf_fbb6c057f1a26022a903012d7711a9653790eb0534dc82b344ebd5f37bf7c6e0	Zc3h7a:Ppp4r1
protein_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e_single_sequence_seed20260919	peptide_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e	boltz2_2.2.1_single_sequence	20260919	44	True	1	30	57.76316833496094	0.0	15.617029190063477	orf_5371b17853ceb4c1aaa7a8790e96628c0398b5168f72758d94c242e1510f44cb;orf_696b3f7cae25c2dc6c6963e1c07881c321ec63d918e18f551f5d5af0a641490d;orf_b0c083ec61f70b31b2922fda6ea621fcd2e46fb8b25396be4dadf3c390a88dae;orf_b1efb9a71c8c3734e3c33014d269e3063d0115b1116979df192c451c4e67d511	Uhrf1bp1l:1810058I24Rik
protein_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8_single_sequence_seed20260919	peptide_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8	boltz2_2.2.1_single_sequence	20260919	387	False	115	141	40.43857955932617	0.0	21.65935516357422	orf_19063bf841e46c2953741fc6fea3989426ca756976df8eae0f06e861df90e544;orf_1e20cdbfbf6d900e16841b0b95c99f70abd8a950fe52e84fccc48aa7f76eb893;orf_293010dae8882df12412c1f17110984e2a5458b2b2b0c40f95e47a883520f4c3;orf_8b62335691e9cc2427aee7820ef1e12b5b605166dbce40ca780438ed68adf9ed	Aoah:Sirt5
protein_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e_single_sequence_seed20260919	peptide_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e	boltz2_2.2.1_single_sequence	20260919	1575	False	511	540	52.680763244628906	0.0	3.937337875366211	orf_ba4881015a749e4fefe972b1f5b1520594c057ddc248489d62962e260ce3dcdf	Rtf1:Rmdn3
protein_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da_single_sequence_seed20260919	peptide_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da	boltz2_2.2.1_single_sequence	20260919	394	True	117	147	63.05070877075195	0.3870967741935484	13.991241455078125	orf_c4c8163927f9c137522921daefec5d87a22247b14495959e58775462a2445995	Cd274:Lacc1
protein_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e_single_sequence_seed20260919	peptide_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e	boltz2_2.2.1_single_sequence	20260919	470	True	142	172	31.249004364013672	0.0	23.88410186767578	orf_612f638ddd0cb6be43cbbfb68f477ee47153bdb53327f41a306395dc4f92f43f	Acod1:Cd86
protein_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7_single_sequence_seed20260919	peptide_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7	boltz2_2.2.1_single_sequence	20260919	333	False	97	126	33.291316986083984	0.0	16.788700103759766	orf_cebdf3903d1652e0315909c6d5d972c4917d9085a242ebc78bee400d547a5c7e	Tomm70a:Ltn1
protein_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f_single_sequence_seed20260919	peptide_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f	boltz2_2.2.1_single_sequence	20260919	206	True	54	70	41.36357879638672	0.0	14.075520515441895	orf_9a6b42af67d81477bd7a275c9fc6b7168a570146f662ebc06a8e0a7f0f28b808;orf_d512121fc2a33ebe3a2a769cecef91de5f1e9e24d1ca8eb56edb67fb915890f2;orf_f561c11401fa87747d6151990315fcdd51535d7895d8e648a83b915997fb3c9c	Smad3:Pnrc1
protein_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e_single_sequence_seed20260919	peptide_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e	boltz2_2.2.1_single_sequence	20260919	138	False	32	61	50.85051345825195	0.0	14.177434921264648	orf_1837308671fd5f511d7d8f73a692c84baca7bba3381445610c0bc30c4ed0239c;orf_295555b7b1ca7d39d2ba7951d34f06286d95113661b9d838ac973f20d34e4ef1;orf_6cf654c205d59f5561e289822b83a046bf23e97c8554ceb21e40f1258438a3ce;orf_74a5ddd3669f2f3076abc3c8a7436944146b8f912f938c172843605f3db86730;orf_9a7ca3f0d8c032e151fa9b121679dd13c669ed5bc56aade496a6b20fdd6c0eb8;orf_e3ba4d4381620858aa55f4e1f5617604f2353d7269f2389b5bb18ecfef5d0237	Tec:Clec4a1
