peptide_id	region	mean_f_idr	min_f_idr	max_f_idr	n_hypotheses
peptide_1015ff2fa888cebfb365500cc0ab8e73fbbf1ac9a892fa1436d4660a59c814cd	parent_b_out_of_frame	0.3333333333333333	0.3333333333333333	0.3333333333333333	4
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	junction_split_codon	0.0	0.0	0.0	1
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	junction_window	0.0	0.0	0.0	1
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	parent_a_canonical	0.05970149253731343	0.05970149253731343	0.05970149253731343	1
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	parent_b_out_of_frame	0.0	0.0	0.0	1
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	junction_window	0.0	0.0	0.0	1
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	parent_a_canonical	0.16279069767441862	0.16279069767441862	0.16279069767441862	1
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	parent_b_canonical	0.0	0.0	0.0	1
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	junction_split_codon	0.0	0.0	0.0	8
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	junction_window	0.0	0.0	0.0	8
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	parent_a_canonical	0.6120689655172413	0.6120689655172413	0.6120689655172413	8
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	parent_b_canonical	0.0	0.0	0.0	8
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	parent_b_upstream_of_annotated_CDS	0.0	0.0	0.0	2
peptide_128478dad5923df8e153bbe6c3fe22332eb265107b6c4204a02f16733a87a5f0	junction_window	0.0	0.0	0.0	5
peptide_128478dad5923df8e153bbe6c3fe22332eb265107b6c4204a02f16733a87a5f0	parent_a_canonical	0.0	0.0	0.0	5
peptide_128478dad5923df8e153bbe6c3fe22332eb265107b6c4204a02f16733a87a5f0	parent_b_canonical	0.0	0.0	0.0	5
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	junction_split_codon	0.0	0.0	0.0	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	junction_window	0.0	0.0	0.0	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	parent_a_canonical	0.8333333333333334	0.8333333333333334	0.8333333333333334	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	parent_b_canonical	0.18236472945891782	0.18236472945891782	0.18236472945891782	1
peptide_141ec2db205027760299d6cfdf072036bb4e5b4e6bbd92c9460372e87321d3d2	junction_window	0.3	0.3	0.3	1
peptide_141ec2db205027760299d6cfdf072036bb4e5b4e6bbd92c9460372e87321d3d2	parent_a_canonical	0.2980225988700565	0.2980225988700565	0.2980225988700565	1
peptide_141ec2db205027760299d6cfdf072036bb4e5b4e6bbd92c9460372e87321d3d2	parent_b_unannotated_CDS	0.0	0.0	0.0	1
peptide_1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	junction_split_codon	1.0	1.0	1.0	6
peptide_1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	junction_window	0.7741935483870966	0.7741935483870968	0.7741935483870968	6
peptide_1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	parent_a_canonical	0.19369369369369369	0.19369369369369369	0.19369369369369369	6
peptide_1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	parent_b_canonical	0.60625	0.60625	0.60625	6
peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	junction_split_codon	0.0	0.0	0.0	8
peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	junction_window	0.0	0.0	0.0	8
peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	parent_a_canonical	0.6385542168674698	0.6385542168674698	0.6385542168674698	8
peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	parent_b_out_of_frame	0.6026785714285714	0.5625	0.6428571428571429	8
peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	parent_b_upstream_of_annotated_CDS	0.0	0.0	0.0	4
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	junction_split_codon	0.0	0.0	0.0	2
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	junction_window	0.0	0.0	0.0	2
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	parent_a_canonical	0.0	0.0	0.0	2
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	parent_b_unannotated_CDS	0.0	0.0	0.0	2
peptide_1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	junction_split_codon	0.0	0.0	0.0	1
peptide_1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	junction_window	0.05263157894736842	0.05263157894736842	0.05263157894736842	1
peptide_1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	parent_a_canonical	0.8492063492063492	0.8492063492063492	0.8492063492063492	1
peptide_1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	parent_b_out_of_frame	0.3333333333333333	0.3333333333333333	0.3333333333333333	1
peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	junction_window	0.0	0.0	0.0	2
peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	parent_a_canonical	0.0	0.0	0.0	2
peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	parent_b_upstream_of_annotated_CDS	0.0	0.0	0.0	2
peptide_1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	junction_split_codon	1.0	1.0	1.0	3
peptide_1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	junction_window	0.7096774193548386	0.7096774193548387	0.7096774193548387	3
peptide_1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	parent_a_canonical	0.8297872340425533	0.8297872340425532	0.8297872340425532	3
peptide_1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	parent_b_canonical	0.4937500000000001	0.49375	0.49375	3
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	junction_split_codon	0.0	0.0	0.0	4
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	junction_window	0.0	0.0	0.0	4
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	parent_a_canonical	0.12267657992565056	0.12267657992565056	0.12267657992565056	4
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	parent_b_canonical	0.0	0.0	0.0	4
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	parent_b_upstream_of_annotated_CDS	0.0	0.0	0.0	2
peptide_1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	junction_window	0.5	0.5	0.5	3
peptide_1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	parent_a_canonical	1.0	1.0	1.0	3
peptide_1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	parent_b_canonical	0.0	0.0	0.0	3
peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	junction_window	0.0	0.0	0.0	6
peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	parent_a_canonical	0.16129032258064516	0.16129032258064516	0.16129032258064516	6
peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	parent_b_unannotated_CDS	0.0	0.0	0.0	6
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	junction_split_codon	0.0	0.0	0.0	2
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	junction_window	0.0967741935483871	0.0967741935483871	0.0967741935483871	2
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	parent_a_canonical	0.0	0.0	0.0	2
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	parent_b_upstream_of_annotated_CDS	0.6363636363636364	0.6363636363636364	0.6363636363636364	2
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	junction_window	0.4583333333333333	0.4583333333333333	0.4583333333333333	3
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	parent_a_canonical	0.12070484581497798	0.12070484581497798	0.12070484581497798	3
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	parent_b_out_of_frame	1.0	1.0	1.0	3
peptide_2138b9068e3e0c4310d51e2c49d2938f8b195a4a67421c7713adf671057faa19	junction_split_codon	0.0	0.0	0.0	1
peptide_2138b9068e3e0c4310d51e2c49d2938f8b195a4a67421c7713adf671057faa19	junction_window	0.12903225806451613	0.12903225806451613	0.12903225806451613	1
peptide_2138b9068e3e0c4310d51e2c49d2938f8b195a4a67421c7713adf671057faa19	parent_a_canonical	0.6764705882352942	0.6764705882352942	0.6764705882352942	1
peptide_2138b9068e3e0c4310d51e2c49d2938f8b195a4a67421c7713adf671057faa19	parent_b_canonical	0.5305164319248826	0.5305164319248826	0.5305164319248826	1
peptide_2168e44b24311d2038cfd2a0e4419b38462cc90c1ad4a8edab2a8f33656b2877	junction_window	0.0	0.0	0.0	1
peptide_2168e44b24311d2038cfd2a0e4419b38462cc90c1ad4a8edab2a8f33656b2877	parent_a_canonical	0.0979020979020979	0.0979020979020979	0.0979020979020979	1
peptide_2168e44b24311d2038cfd2a0e4419b38462cc90c1ad4a8edab2a8f33656b2877	parent_b_canonical	0.14814814814814814	0.14814814814814814	0.14814814814814814	1
peptide_27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	junction_split_codon	0.0	0.0	0.0	11
peptide_27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	junction_window	0.0	0.0	0.0	11
peptide_27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	parent_a_canonical	0.0983606557377049	0.09836065573770492	0.09836065573770492	11
peptide_27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	parent_b_unannotated_CDS	0.22580645161290322	0.22580645161290322	0.22580645161290322	11
peptide_279701eeae3508894ecda791240e0f757558d2bafab5b71e12e4d38b4e71b14b	junction_split_codon	0.0	0.0	0.0	1
peptide_279701eeae3508894ecda791240e0f757558d2bafab5b71e12e4d38b4e71b14b	junction_window	0.03225806451612903	0.03225806451612903	0.03225806451612903	1
peptide_279701eeae3508894ecda791240e0f757558d2bafab5b71e12e4d38b4e71b14b	parent_a_canonical	0.18604651162790697	0.18604651162790697	0.18604651162790697	1
peptide_279701eeae3508894ecda791240e0f757558d2bafab5b71e12e4d38b4e71b14b	parent_b_out_of_frame	0.5441176470588235	0.5441176470588235	0.5441176470588235	1
peptide_289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	junction_window	0.23333333333333334	0.23333333333333334	0.23333333333333334	2
peptide_289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	parent_a_canonical	0.24110671936758893	0.24110671936758893	0.24110671936758893	2
peptide_289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	parent_b_canonical	0.5125448028673835	0.5125448028673835	0.5125448028673835	2
peptide_29ea5ee0680ecd1f94f1277f5409186d94102586e1ff61dc723a33f27a95836b	junction_window	0.26666666666666666	0.26666666666666666	0.26666666666666666	2
peptide_29ea5ee0680ecd1f94f1277f5409186d94102586e1ff61dc723a33f27a95836b	parent_a_canonical	0.7307692307692307	0.7307692307692307	0.7307692307692307	2
peptide_29ea5ee0680ecd1f94f1277f5409186d94102586e1ff61dc723a33f27a95836b	parent_b_canonical	0.0	0.0	0.0	2
peptide_2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	junction_split_codon	1.0	1.0	1.0	3
peptide_2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	junction_window	1.0	1.0	1.0	3
peptide_2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	parent_a_canonical	1.0	1.0	1.0	3
peptide_2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	parent_b_canonical	0.4937027707808565	0.49370277078085645	0.49370277078085645	3
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	junction_split_codon	1.0	1.0	1.0	2
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	junction_window	1.0	1.0	1.0	2
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	parent_a_canonical	1.0	1.0	1.0	2
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	parent_b_canonical	0.3118279569892473	0.3118279569892473	0.3118279569892473	2
peptide_2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	junction_split_codon	0.0	0.0	0.0	2
peptide_2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	junction_window	0.41935483870967744	0.41935483870967744	0.41935483870967744	2
peptide_2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	parent_a_canonical	0.5495495495495496	0.5495495495495496	0.5495495495495496	2
peptide_2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	parent_b_canonical	0.5133689839572193	0.5133689839572193	0.5133689839572193	2
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	junction_split_codon	0.0	0.0	0.0	6
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	junction_window	0.0	0.0	0.0	6
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	parent_a_canonical	0.603448275862069	0.603448275862069	0.603448275862069	6
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	parent_b_canonical	0.15306122448979592	0.15306122448979592	0.15306122448979592	6
peptide_2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	junction_window	0.23333333333333334	0.23333333333333334	0.23333333333333334	2
peptide_2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	parent_a_canonical	0.24110671936758893	0.24110671936758893	0.24110671936758893	2
peptide_2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	parent_b_canonical	0.5141843971631206	0.5141843971631206	0.5141843971631206	2
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	junction_window	0.0	0.0	0.0	3
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	parent_a_canonical	0.14901960784313725	0.14901960784313725	0.14901960784313725	3
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	parent_b_canonical	0.0	0.0	0.0	2
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	parent_b_unannotated_CDS	0.0	0.0	0.0	1
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	junction_split_codon	0.0	0.0	0.0	3
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	junction_window	0.0	0.0	0.0	3
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	parent_a_canonical	0.0	0.0	0.0	3
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	parent_b_out_of_frame	0.0	0.0	0.0	3
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	junction_window	0.43333333333333335	0.43333333333333335	0.43333333333333335	9
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	parent_a_canonical	0.9230769230769231	0.9230769230769231	0.9230769230769231	9
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	parent_b_canonical	0.03625377643504532	0.03625377643504532	0.03625377643504532	6
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	parent_b_downstream_of_annotated_CDS	0.03625377643504532	0.03625377643504532	0.03625377643504532	3
peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	junction_split_codon	1.0	1.0	1.0	4
peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	junction_window	1.0	1.0	1.0	4
peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	parent_a_canonical	1.0	1.0	1.0	4
peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	parent_b_canonical	1.0	1.0	1.0	4
peptide_30789ddbca07e50737e87ef7ab2775266174c325dbac710715479d3a2f30a194	junction_window	0.0	0.0	0.0	1
peptide_30789ddbca07e50737e87ef7ab2775266174c325dbac710715479d3a2f30a194	parent_a_canonical	0.0	0.0	0.0	1
peptide_30789ddbca07e50737e87ef7ab2775266174c325dbac710715479d3a2f30a194	parent_b_unannotated_CDS	0.08270676691729323	0.08270676691729323	0.08270676691729323	1
peptide_319de57327db46169c574e3e03d766160c11791eed0bff2de59bef5570b97a97	junction_split_codon	0.0	0.0	0.0	1
peptide_319de57327db46169c574e3e03d766160c11791eed0bff2de59bef5570b97a97	junction_window	0.0	0.0	0.0	1
peptide_319de57327db46169c574e3e03d766160c11791eed0bff2de59bef5570b97a97	parent_a_canonical	0.21428571428571427	0.21428571428571427	0.21428571428571427	1
peptide_319de57327db46169c574e3e03d766160c11791eed0bff2de59bef5570b97a97	parent_b_canonical	0.0	0.0	0.0	1
peptide_32888589dc5b12cf0be003a11e192edadf3264e7da04a8823f1a9499eb3f68a0	junction_window	0.4000000000000001	0.4	0.4	3
peptide_32888589dc5b12cf0be003a11e192edadf3264e7da04a8823f1a9499eb3f68a0	parent_a_canonical	0.0789980732177264	0.0789980732177264	0.0789980732177264	3
peptide_32888589dc5b12cf0be003a11e192edadf3264e7da04a8823f1a9499eb3f68a0	parent_b_canonical	0.9605263157894738	0.9605263157894737	0.9605263157894737	3
peptide_3330637c06dd88a8e1161a3b66396a58fa97dad6e8626bde1493ffe2d727812b	junction_split_codon	1.0	1.0	1.0	1
peptide_3330637c06dd88a8e1161a3b66396a58fa97dad6e8626bde1493ffe2d727812b	junction_window	1.0	1.0	1.0	1
peptide_3330637c06dd88a8e1161a3b66396a58fa97dad6e8626bde1493ffe2d727812b	parent_a_canonical	1.0	1.0	1.0	1
peptide_3330637c06dd88a8e1161a3b66396a58fa97dad6e8626bde1493ffe2d727812b	parent_b_canonical	1.0	1.0	1.0	1
peptide_33e439fffd21f0bb37f62999726d0ef310cba0c1c7da99974a3c8dde432ecde0	junction_window	0.0	0.0	0.0	1
peptide_33e439fffd21f0bb37f62999726d0ef310cba0c1c7da99974a3c8dde432ecde0	parent_a_canonical	0.0896551724137931	0.0896551724137931	0.0896551724137931	1
peptide_33e439fffd21f0bb37f62999726d0ef310cba0c1c7da99974a3c8dde432ecde0	parent_b_canonical	0.14814814814814814	0.14814814814814814	0.14814814814814814	1
peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	junction_split_codon	0.0	0.0	0.0	2
peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	junction_window	0.0	0.0	0.0	2
peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	parent_a_canonical	0.6120689655172413	0.6120689655172413	0.6120689655172413	2
peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	parent_b_canonical	0.0	0.0	0.0	2
peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	junction_split_codon	0.0	0.0	0.0	10
peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	junction_window	0.08	0.08	0.08	10
peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	parent_a_canonical	0.5517241379310345	0.5517241379310345	0.5517241379310345	10
peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	parent_b_out_of_frame	0.0	0.0	0.0	10
peptide_37ced88ed5be8c8a074c1ff82f0875d9fae0fade8abab4cb6efe0f2fcbb73097	junction_split_codon	0.0	0.0	0.0	4
peptide_37ced88ed5be8c8a074c1ff82f0875d9fae0fade8abab4cb6efe0f2fcbb73097	junction_window	0.0	0.0	0.0	4
