pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url
1110038B12Rik:Gpx4-ps2	1110038B12Rik	Gpx4-ps2	ENSMUSG00000092203.8	ENSMUSG00000110841.2	MGI:1916013	MGI:3779731	unique_gencode_gene	unique_gencode_gene	chr17	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Hsp90ab1	1110038B12Rik	Hsp90ab1	ENSMUSG00000092203.8	ENSMUSG00000023944.15	MGI:1916013	MGI:96247	unique_gencode_gene	unique_gencode_gene	chr17	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	10707254	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Itm2b	1110038B12Rik	Itm2b	ENSMUSG00000092203.8	ENSMUSG00000022108.9	MGI:1916013	MGI:1309517	unique_gencode_gene	unique_gencode_gene	chr17	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Rpl23a-ps3	1110038B12Rik	Rpl23a-ps3	ENSMUSG00000092203.8	ENSMUSG00000078126.5	MGI:1916013	MGI:3781353	unique_gencode_gene	unique_gencode_gene	chr17	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Rplp1	1110038B12Rik	Rplp1	ENSMUSG00000092203.8	ENSMUSG00000007892.9	MGI:1916013	MGI:1927099	unique_gencode_gene	unique_gencode_gene	chr17	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Rps12-ps4	1110038B12Rik	Rps12-ps4	ENSMUSG00000092203.8	ENSMUSG00000109509.2	MGI:1916013	MGI:3780139	unique_gencode_gene	unique_gencode_gene	chr17	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Sdf4	1110038B12Rik	Sdf4	ENSMUSG00000092203.8	ENSMUSG00000029076.15	MGI:1916013	MGI:108079	unique_gencode_gene	unique_gencode_gene	chr17	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110038B12Rik:Sp110	1110038B12Rik	Sp110	ENSMUSG00000092203.8	ENSMUSG00000070034.14	MGI:1916013	MGI:1923364	unique_gencode_gene	unique_gencode_gene	chr17	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110046J04Rik:Anxa1	1110046J04Rik	Anxa1	ENSMUSG00000085457.4	ENSMUSG00000024659.16	MGI:1916058	MGI:96819	unique_gencode_gene	unique_gencode_gene	chr13	chr19	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1110059E24Rik:Rpl17-ps5	1110059E24Rik	Rpl17-ps5	ENSMUSG00000035171.10	ENSMUSG00000081855.5	MGI:1913456	MGI:3704246	unique_gencode_gene	unique_gencode_gene	chr19	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1500011B03Rik:Gpnmb	1500011B03Rik	Gpnmb	ENSMUSG00000072694.9	ENSMUSG00000029816.11	MGI:1913486	MGI:1934765	unique_gencode_gene	unique_gencode_gene	chr5	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1500011B03Rik:Lilrb4a	1500011B03Rik	Lilrb4a	ENSMUSG00000072694.9	ENSMUSG00000112148.2	MGI:1913486	MGI:102701	unique_gencode_gene	unique_gencode_gene	chr5	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1600010M07Rik:Tubb2a	1600010M07Rik	Tubb2a	ENSMUSG00000101585.7	ENSMUSG00000058672.8	MGI:1917031	MGI:107861	unique_gencode_gene	unique_gencode_gene	chr7	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1600012H06Rik:Isg15	1600012H06Rik	Isg15	ENSMUSG00000050088.10	ENSMUSG00000035692.8	MGI:1915162	MGI:1855694	unique_gencode_gene	unique_gencode_gene	chr17	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1600014C10Rik:Gng2	1600014C10Rik	Gng2	ENSMUSG00000054676.18	ENSMUSG00000043004.14	MGI:1919494	MGI:102705	unique_gencode_gene	unique_gencode_gene	chr7	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1600020E01Rik:Ube2r2	1600020E01Rik	Ube2r2	ENSMUSG00000097048.8	ENSMUSG00000036241.4	MGI:1919262	MGI:1914865	unique_gencode_gene	unique_gencode_gene	chr6	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1700066M21Rik:Maip1	1700066M21Rik	Maip1	ENSMUSG00000038323.4	ENSMUSG00000025971.7	MGI:1920717	MGI:1915365	unique_gencode_gene	unique_gencode_gene	chr1	chr1	Mus musculus	GRCm39	GENCODE M28	20		unavailable_read_to_sample_mapping	0	20905	False		False	True	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1700099I09Rik:Gm17160	1700099I09Rik	Gm17160	ENSMUSG00000091906.3	ENSMUSG00000090329.2	MGI:1923874	MGI:4937987	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	539	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1700123O20Rik:Gm13394	1700123O20Rik	Gm13394	ENSMUSG00000040822.8	ENSMUSG00000083773.5	MGI:1920893	MGI:3651848	unique_gencode_gene	unique_gencode_gene	chr14	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1700123O20Rik:Tmem256	1700123O20Rik	Tmem256	ENSMUSG00000040822.8	ENSMUSG00000070394.11	MGI:1920893	MGI:1916436	unique_gencode_gene	unique_gencode_gene	chr14	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1810013L24Rik:Pmm2	1810013L24Rik	Pmm2	ENSMUSG00000022507.7	ENSMUSG00000022711.17	MGI:1916303	MGI:1859214	unique_gencode_gene	unique_gencode_gene	chr16	chr16	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	167633	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
1810030O07Rik:Slc31a2	1810030O07Rik	Slc31a2	ENSMUSG00000044148.7	ENSMUSG00000066152.12	MGI:1916405	MGI:1333844	unique_gencode_gene	unique_gencode_gene	chrX	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1810058I24Rik:Gm8129	1810058I24Rik	Gm8129	ENSMUSG00000073155.13	ENSMUSG00000059159.7	MGI:1914955	MGI:3646863	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	17083284	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
1810058I24Rik:Rpl38-ps2	1810058I24Rik	Rpl38-ps2	ENSMUSG00000073155.13	ENSMUSG00000080921.5	MGI:1914955	MGI:3646625	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	105452255	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2010013B24Rik:Gm44428	2010013B24Rik	Gm44428	ENSMUSG00000087277.2	ENSMUSG00000108234.2	MGI:1919329	MGI:5690820	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	0	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2010315B03Rik:Aagab	2010315B03Rik	Aagab	ENSMUSG00000074829.11	ENSMUSG00000037257.9	MGI:1919321	MGI:1914189	unique_gencode_gene	unique_gencode_gene	chr9	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	60502564	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2010315B03Rik:Rsu1	2010315B03Rik	Rsu1	ENSMUSG00000074829.11	ENSMUSG00000026727.11	MGI:1919321	MGI:103040	unique_gencode_gene	unique_gencode_gene	chr9	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2210016F16Rik:Hspa4	2210016F16Rik	Hspa4	ENSMUSG00000021550.7	ENSMUSG00000020361.14	MGI:1917403	MGI:1342292	unique_gencode_gene	unique_gencode_gene	chr13	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2210016F16Rik:Plaur	2210016F16Rik	Plaur	ENSMUSG00000021550.7	ENSMUSG00000046223.11	MGI:1917403	MGI:97612	unique_gencode_gene	unique_gencode_gene	chr13	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2210408F21Rik:Mkln1	2210408F21Rik	Mkln1	ENSMUSG00000087380.8	ENSMUSG00000025609.16	MGI:1920902	MGI:1351638	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	61331	False		False	False	False	LongGF;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2210412B16Rik:Tpst1	2210412B16Rik	Tpst1	ENSMUSG00000107216.2	ENSMUSG00000034118.16	MGI:1919625	MGI:1298231	unique_gencode_gene	unique_gencode_gene	chr5	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310001H17Rik:Tbxas1	2310001H17Rik	Tbxas1	ENSMUSG00000097354.8	ENSMUSG00000029925.14	MGI:1923682	MGI:98497	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	90123856	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310022A10Rik:Blvrb	2310022A10Rik	Blvrb	ENSMUSG00000049643.16	ENSMUSG00000040466.17	MGI:1913617	MGI:2385271	unique_gencode_gene	unique_gencode_gene	chr7	chr7	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	0	87089	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310022A10Rik:Herc4	2310022A10Rik	Herc4	ENSMUSG00000049643.16	ENSMUSG00000020064.10	MGI:1913617	MGI:1914595	unique_gencode_gene	unique_gencode_gene	chr7	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310022A10Rik:Il2rg	2310022A10Rik	Il2rg	ENSMUSG00000049643.16	ENSMUSG00000031304.19	MGI:1913617	MGI:96551	unique_gencode_gene	unique_gencode_gene	chr7	chrX	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310058D17Rik:Rnf187	2310058D17Rik	Rnf187	ENSMUSG00000085379.2	ENSMUSG00000020496.11	MGI:1922944	MGI:1914224	unique_gencode_gene	unique_gencode_gene	chr11	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	26832	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2310061I04Rik:S100a11	2310061I04Rik	S100a11	ENSMUSG00000050705.16	ENSMUSG00000027907.5	MGI:1916912	MGI:1338798	unique_gencode_gene	unique_gencode_gene	chr17	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Gm28438	2410006H16Rik	Gm28438	ENSMUSG00000086841.2	ENSMUSG00000101939.2	MGI:1916471	MGI:5579144	unique_gencode_gene	unique_gencode_gene	chr11	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Gm8186	2410006H16Rik	Gm8186	ENSMUSG00000086841.2	ENSMUSG00000049124.5	MGI:1916471	MGI:3643110	unique_gencode_gene	unique_gencode_gene	chr11	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Itgb2	2410006H16Rik	Itgb2	ENSMUSG00000086841.2	ENSMUSG00000000290.14	MGI:1916471	MGI:96611	unique_gencode_gene	unique_gencode_gene	chr11	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Lgals3	2410006H16Rik	Lgals3	ENSMUSG00000086841.2	ENSMUSG00000050335.18	MGI:1916471	MGI:96778	unique_gencode_gene	unique_gencode_gene	chr11	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Nsd3	2410006H16Rik	Nsd3	ENSMUSG00000086841.2	ENSMUSG00000054823.18	MGI:1916471	MGI:2142581	unique_gencode_gene	unique_gencode_gene	chr11	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2410006H16Rik:Rps4x	2410006H16Rik	Rps4x	ENSMUSG00000086841.2	ENSMUSG00000031320.10	MGI:1916471	MGI:98158	unique_gencode_gene	unique_gencode_gene	chr11	chrX	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2510039O18Rik:Ccl5	2510039O18Rik	Ccl5	ENSMUSG00000044496.7	ENSMUSG00000035042.3	MGI:1924284	MGI:98262	unique_gencode_gene	unique_gencode_gene	chr4	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2610301B20Rik:BC031181	2610301B20Rik	BC031181	ENSMUSG00000059482.16	ENSMUSG00000036299.6	MGI:1914407	MGI:3039614	unique_gencode_gene	unique_gencode_gene	chr4	chr18	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2610301B20Rik:Etfb	2610301B20Rik	Etfb	ENSMUSG00000059482.16	ENSMUSG00000004610.5	MGI:1914407	MGI:106098	unique_gencode_gene	unique_gencode_gene	chr4	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2610301B20Rik:Rps19	2610301B20Rik	Rps19	ENSMUSG00000059482.16	ENSMUSG00000040952.17	MGI:1914407	MGI:1333780	unique_gencode_gene	unique_gencode_gene	chr4	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2610507I01Rik:Guk1	2610507I01Rik	Guk1	ENSMUSG00000085882.2	ENSMUSG00000020444.20	MGI:1919453	MGI:95871	unique_gencode_gene	unique_gencode_gene	chr11	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	7624	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
2700097O09Rik:Acod1	2700097O09Rik	Acod1	ENSMUSG00000062198.6	ENSMUSG00000022126.7	MGI:1919908	MGI:103206	unique_gencode_gene	unique_gencode_gene	chr12	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
3110082I17Rik:Casp1	3110082I17Rik	Casp1	ENSMUSG00000053553.12	ENSMUSG00000025888.7	MGI:1920462	MGI:96544	unique_gencode_gene	unique_gencode_gene	chr5	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
3110082I17Rik:Vdac3	3110082I17Rik	Vdac3	ENSMUSG00000053553.12	ENSMUSG00000008892.13	MGI:1920462	MGI:106922	unique_gencode_gene	unique_gencode_gene	chr5	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
3300002P13Rik:Cacng6	3300002P13Rik	Cacng6	ENSMUSG00000107585.2	ENSMUSG00000078815.9	MGI:1917480	MGI:1859168	unique_gencode_gene	unique_gencode_gene	chr7	chr7	Mus musculus	GRCm39	GENCODE M28	3		unavailable_read_to_sample_mapping	0	750	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
4633401B06Rik:Abcd3	4633401B06Rik	Abcd3	ENSMUSG00000105597.2	ENSMUSG00000028127.11	MGI:1918078	MGI:1349216	unique_gencode_gene	unique_gencode_gene	chr3	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
