job_id	peptide_id	sequence_sha256	seed	role	length_aa	protocol_id	msa_mode	selection_cohort	status	reused_prior_prediction	mean_plddt	fraction_plddt_ge70	fraction_plddt_ge90	fraction_plddt_below_50	mean_pae_angstrom	ptm	reason
protein_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4_precomputed_seed20260919	peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	20260919	sensitivity	212	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d_precomputed_seed20260919	peptide_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	20260919	sensitivity	290	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_precomputed_seed20260919	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	20260919	sensitivity	357	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c_precomputed_seed20260919	peptide_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	20260919	sensitivity	328	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_precomputed_seed20260919	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	20260919	sensitivity	399	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee_precomputed_seed20260919	peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	20260919	sensitivity	786	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a_precomputed_seed20260919	peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	20260919	sensitivity	1669	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a_precomputed_seed20260919	peptide_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	20260919	sensitivity	915	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	not_run	False							No actual prediction or validated cache
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_precomputed_seed20260919	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	20260919	sensitivity	118	boltz2_2.2.1_precomputed	precomputed	conditional_annotated_start	cached_verified	True	48.704315185546875	0.0	0.0	0.5338983050847458	17.086233139038086	0.33591821789741516	
protein_1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3_precomputed_seed20260919	control_1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3	1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3	20260919	control	162	boltz2_2.2.1_precomputed	precomputed	annotated_parent_complete_ORF;retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a_precomputed_seed20260919	control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	20260919	control	181	boltz2_2.2.1_precomputed	precomputed	annotated_parent_complete_ORF;retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823_precomputed_seed20260919	control_13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823	13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823	20260919	control	68	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1_precomputed_seed20260919	control_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	20260919	control	156	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4_precomputed_seed20260919	control_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	20260919	control	153	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8_precomputed_seed20260919	control_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	20260919	control	559	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d_precomputed_seed20260919	control_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	20260919	control	45	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1_precomputed_seed20260919	control_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	20260919	control	129	boltz2_2.2.1_precomputed	precomputed	retained_canonical_fragment	not_run	False							No actual prediction or validated cache
protein_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df_single_sequence_seed20260919	peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	20260919	sensitivity	32	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	85.89279174804688	0.90625	0.46875	0.0	3.3198771476745605	0.6372694969177246	
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260919	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	20260919	sensitivity	81	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	71.17115020751953	0.5555555555555556	0.0	0.06172839506172839	9.781510353088379	0.6263564825057983	
protein_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef_single_sequence_seed20260919	peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	20260919	sensitivity	298	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	41.311344146728516	0.030201342281879196	0.0	0.7348993288590604	22.845300674438477	0.30091413855552673	
protein_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b_single_sequence_seed20260919	peptide_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	20260919	sensitivity	46	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	83.54053497314453	0.8043478260869565	0.3695652173913043	0.0	7.279488563537598	0.6134037375450134	
protein_91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7_single_sequence_seed20260919	peptide_91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7	91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7	20260919	sensitivity	213	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	31.64936637878418	0.0	0.0	0.9061032863849765	24.5567626953125	0.14995861053466797	
protein_9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a_single_sequence_seed20260919	peptide_9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a	9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a	20260919	sensitivity	711	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	45.717742919921875	0.14767932489451477	0.0	0.6624472573839663	26.851821899414062	0.2915661036968231	
protein_ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75_single_sequence_seed20260919	peptide_ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75	ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75	20260919	sensitivity	2498	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	70.95394134521484	0.6641313050440353	0.0	0.05684547638110488	28.89116668701172	0.2767319083213806	
protein_dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9_single_sequence_seed20260919	peptide_dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9	dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9	20260919	sensitivity	95	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	56.03831481933594	0.35789473684210527	0.0	0.49473684210526314	13.810099601745605	0.5284798741340637	
protein_e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1_single_sequence_seed20260919	peptide_e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1	e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1	20260919	sensitivity	175	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	60.67978286743164	0.3942857142857143	0.0	0.25142857142857145	16.12449073791504	0.45374852418899536	
protein_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992_single_sequence_seed20260919	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	20260919	sensitivity	158	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	35.059730529785156	0.0	0.0	0.9556962025316456	23.621685028076172	0.15640968084335327	
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260919	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	20260919	sensitivity	357	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	39.424591064453125	0.0	0.0	0.7899159663865546	23.263578414916992	0.37191930413246155	
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260919	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	20260919	sensitivity	118	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	41.62141036987305	0.0	0.0	0.9067796610169492	21.314300537109375	0.19376252591609955	
