peptide_id	sequence_sha256	pair_ids	selection_arm	status	interpretation
peptide_8cefdeb668bcb10f2c308364e34451cba90bba6fa6e7193fee7929e6f4303020	8cefdeb668bcb10f2c308364e34451cba90bba6fa6e7193fee7929e6f4303020	Wdr91:Ier3ip1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_30e855d5a035e8f6db2e8498a75dd3bf1f3a302ad42b50af77b6ef462e330272	30e855d5a035e8f6db2e8498a75dd3bf1f3a302ad42b50af77b6ef462e330272	Ifnar1:Necap2	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_25d880c97b5eb852ef878c685e72cf29764e2173dbdc453ecad2c14105e797ea	25d880c97b5eb852ef878c685e72cf29764e2173dbdc453ecad2c14105e797ea	Ubxn2b:Nsmaf	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_53428a9c7a8d64564eda0d2e049ce3f5a608bb7893c4f3cf894ae51f6db30417	53428a9c7a8d64564eda0d2e049ce3f5a608bb7893c4f3cf894ae51f6db30417	Pik3r5:Rspry1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0a59ce079339daa8de79b6f49bfe0a3491b626800b5daf3c8a3de86d4597a8f9	0a59ce079339daa8de79b6f49bfe0a3491b626800b5daf3c8a3de86d4597a8f9	Klf6:Mitf	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_d2e75fb375201eada98a1b925c99406824c97721d0be0502b39ea3c867495e62	d2e75fb375201eada98a1b925c99406824c97721d0be0502b39ea3c867495e62	B4galt5:Zfas1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_003fbea9ea111ef83e4edc74466ce73fb7600c16c1d8044a18a2cb23485fd05a	003fbea9ea111ef83e4edc74466ce73fb7600c16c1d8044a18a2cb23485fd05a	Abr:Pitpna	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_5190ce3d362c3e4074432be8b97cd36eb2dac1fd6457778aa174421f27756b28	5190ce3d362c3e4074432be8b97cd36eb2dac1fd6457778aa174421f27756b28	Abr:Pitpna	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_68725304aa6ed97c250355fcf4cee0edc6dd3209dbdadaa1ca95cf4fed34805b	68725304aa6ed97c250355fcf4cee0edc6dd3209dbdadaa1ca95cf4fed34805b	Myo1g:Jmjd1c	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_6883798856b9c52dd56c0d2b255778e8827c45809545fdd2181f0268ab84ec26	6883798856b9c52dd56c0d2b255778e8827c45809545fdd2181f0268ab84ec26	Pcmt1:Gcn1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_1452a4005cef6eb4480850602e9883f59aa6c4751272eed7e36a8234c682dec7	1452a4005cef6eb4480850602e9883f59aa6c4751272eed7e36a8234c682dec7	Appbp2:Bcas3	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_80c0ecbf380dbaf1435a29f61e57222f44433356f9dd8d5ab4a106658b07568c	80c0ecbf380dbaf1435a29f61e57222f44433356f9dd8d5ab4a106658b07568c	Marchf8:Dcp1b	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_fb22c5e0a5e9033facac984736e79a2c6cf5bca5e9505b4c2662d15de0bf2872	fb22c5e0a5e9033facac984736e79a2c6cf5bca5e9505b4c2662d15de0bf2872	Marchf8:Dcp1b	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_ba6fd597497e33eac7c084ea405dd35372257c01e45179bfdc7ced5fe733bdda	ba6fd597497e33eac7c084ea405dd35372257c01e45179bfdc7ced5fe733bdda	Odf2l:Gtf2b	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_ebf93c6e539e2fbe50e2baf9450f3b466ac45f2f77242fb6cf7475d2cdf9b289	ebf93c6e539e2fbe50e2baf9450f3b466ac45f2f77242fb6cf7475d2cdf9b289	Mpdu1:Hk3	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_750e5a4f930139cd553f0f95def7e4437ce7a004f9544179b016c2ceef268ecd	750e5a4f930139cd553f0f95def7e4437ce7a004f9544179b016c2ceef268ecd	Prmt9:Arhgap10	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0b7bde603801ce708dffa689c2459783b0a2c0a5c4534ce4ef9f0c06ab120ea4	0b7bde603801ce708dffa689c2459783b0a2c0a5c4534ce4ef9f0c06ab120ea4	Marchf8:Dcp1b	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_c960dbf335e85c75182dbaaf59d97aa0f390150dc8939746dcb3e06904d5fbe6	c960dbf335e85c75182dbaaf59d97aa0f390150dc8939746dcb3e06904d5fbe6	Marchf8:Dcp1b	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_98243bf6e160c9139c891cbe61f3117cefddc56ec6542309d37f30e6e41b331c	98243bf6e160c9139c891cbe61f3117cefddc56ec6542309d37f30e6e41b331c	Tgm2:1110038F14Rik	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_c6000efd3a251c167ffd652985fd37e3bfbadd46c26f4c86dca2004d73e8fb58	c6000efd3a251c167ffd652985fd37e3bfbadd46c26f4c86dca2004d73e8fb58	Plxna1:Rpap1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0431282d212bd81cdfc5af55b8897eb3c2b26e19efe99a9bbb7886496d702aad	0431282d212bd81cdfc5af55b8897eb3c2b26e19efe99a9bbb7886496d702aad	Rasa1:Ahnak	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_00454f8b48759a25985dd35561e47dcb1119bb4093f06d4741631a72fda993ee	00454f8b48759a25985dd35561e47dcb1119bb4093f06d4741631a72fda993ee	Tmem181a:Bin2	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_e0ecf6acb652044d9f105839b1e1bc923766755cc3a0993788f49854a79b0976	e0ecf6acb652044d9f105839b1e1bc923766755cc3a0993788f49854a79b0976	Aopep:Sdha	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_14cc24601f7298dc8d89bf4781a5f9596edaf6cc7d9b3a955b312a6aa020f40e	14cc24601f7298dc8d89bf4781a5f9596edaf6cc7d9b3a955b312a6aa020f40e	Abca1:Pgm1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_daf9ea1f8c2cef658ec639104a8f07e4b34330cdba53a4eaf390d7e938407974	daf9ea1f8c2cef658ec639104a8f07e4b34330cdba53a4eaf390d7e938407974	Gask1b:Sh3glb1	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0a8dc961b78ca362051fb892b87f75b744860005ec6ef4ee51a037c6f632e0f1	0a8dc961b78ca362051fb892b87f75b744860005ec6ef4ee51a037c6f632e0f1	Hnrnph3:Ddx50	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_b44d463a5f3a5b632debd99dc6568d056b37ad7a550415a7aaaab3c71ce0cce9	b44d463a5f3a5b632debd99dc6568d056b37ad7a550415a7aaaab3c71ce0cce9	Rasa1:Ahnak	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_3fc253de31afc7d6ba8154f34cf2f11e88684ecdeca56d673a2b705adc47df5d	3fc253de31afc7d6ba8154f34cf2f11e88684ecdeca56d673a2b705adc47df5d	Appbp2:Bcas3	representative_stratified_random	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_00682bfae0430c221bd9ca98daf084b55510c1aaa10af5e6eb401af023f0eff8	00682bfae0430c221bd9ca98daf084b55510c1aaa10af5e6eb401af023f0eff8	Pcmt1:Gcn1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0477095170ab5bcd3c6e2ee84ec13cd8f3e3e2be2b86826bd5ae38b1d3c3092a	0477095170ab5bcd3c6e2ee84ec13cd8f3e3e2be2b86826bd5ae38b1d3c3092a	Mpdu1:Hk3	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_075c7f9d980d00a17649a00ebcf9c84c38ba34381e466ae2738516fa65924467	075c7f9d980d00a17649a00ebcf9c84c38ba34381e466ae2738516fa65924467	Odf2l:Gtf2b	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0a067a702a37b1e642f1a90f2961e330c022a210ef3be7a61ce63a304f3ec9cc	0a067a702a37b1e642f1a90f2961e330c022a210ef3be7a61ce63a304f3ec9cc	Trim25:Il27	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0b5807a9b864e2f88796a0e427611928be7a86746569e2df3b49feb92b00351a	0b5807a9b864e2f88796a0e427611928be7a86746569e2df3b49feb92b00351a	Mapkapk2:Arhgef2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_0ca6bb32e6ad040ba41266044903ca45870fc6efcd42c71b01b76a1ce48fd116	0ca6bb32e6ad040ba41266044903ca45870fc6efcd42c71b01b76a1ce48fd116	Atp2b1:Spata6	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_1338cafd3585de34bf05424fe2b16a7c03acab9f83329194daea5ee78b18f028	1338cafd3585de34bf05424fe2b16a7c03acab9f83329194daea5ee78b18f028	Gask1b:Sh3glb1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_1ebc908043db9c9ac75cf37268426a4ada5f471bb14313dee83655ade9f9fe68	1ebc908043db9c9ac75cf37268426a4ada5f471bb14313dee83655ade9f9fe68	Btaf1:Atp8b4	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_2b1bda913f23bb43d61cdc5f05a2c0cb990ae276b843eddd83a35ba6d9295a57	2b1bda913f23bb43d61cdc5f05a2c0cb990ae276b843eddd83a35ba6d9295a57	Ubap2:Dcaf12	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_2be9e049ec13d10c817fc46b8df0651e2fe75eedb85050902e718060fdcbe074	2be9e049ec13d10c817fc46b8df0651e2fe75eedb85050902e718060fdcbe074	Kif16b:Taf4	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_3263c66e69983bc50d946f46cd14da03ff1e05890ff0dbd5efe9909fc0c045e1	3263c66e69983bc50d946f46cd14da03ff1e05890ff0dbd5efe9909fc0c045e1	Evl:H2-Oa	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_34e6eb0937e21fc66b4534c526e18d9ba4f15851306d7bf8fd184376a784d84a	34e6eb0937e21fc66b4534c526e18d9ba4f15851306d7bf8fd184376a784d84a	Nf1:Arf6	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_368db0fc6b89a2b454df42334e6830b9639c89f3e2d879683e9c993b2fbc3941	368db0fc6b89a2b454df42334e6830b9639c89f3e2d879683e9c993b2fbc3941	Ash2l:Hgsnat	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_396149725204979eccb444422138c88aaca4f30fbb7de39051341e5009409408	396149725204979eccb444422138c88aaca4f30fbb7de39051341e5009409408	Hnrnpll:Galm	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_400556e982963db32a88f8e7a217d0a89f04ed0b17d70118c1d22505add21608	400556e982963db32a88f8e7a217d0a89f04ed0b17d70118c1d22505add21608	Tut7:Tmem251	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_426f5fc4e1dbf1379b3e4a24d5d4c615318598f0abdcf9870db6df2c0075ec19	426f5fc4e1dbf1379b3e4a24d5d4c615318598f0abdcf9870db6df2c0075ec19	Itgav:AI182371	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_546b83320c1b1e2372d2fac9417d04dd4be90891b0fccf447fbc020cf342e6fc	546b83320c1b1e2372d2fac9417d04dd4be90891b0fccf447fbc020cf342e6fc	Pspc1:9430038I01Rik	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_5ca1a50546d3ea2051800b072d1b40cae0bed6cc66c6f22e09b006526c4d126b	5ca1a50546d3ea2051800b072d1b40cae0bed6cc66c6f22e09b006526c4d126b	Pcca:Lgals3	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_6ac0c2a6e4945d10e0975fe04eb75acd4ddf3b6aef577df13639349bb77e8403	6ac0c2a6e4945d10e0975fe04eb75acd4ddf3b6aef577df13639349bb77e8403	Wipi2:Arpc1b	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_6bee6ccafac969a9942939e723ad074f9956e399052c43fa487bc88fabf938a0	6bee6ccafac969a9942939e723ad074f9956e399052c43fa487bc88fabf938a0	Thada:Tcf20	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_70b0a4cd5c9d193e23d4aef4ae03f97e824ae100c730d05864a725bb26f8a652	70b0a4cd5c9d193e23d4aef4ae03f97e824ae100c730d05864a725bb26f8a652	Vps8:2510009E07Rik	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_76c95a852162a1fe4a9f7daeca8ce267cba5add5bad2241c98d5d30e539ecf30	76c95a852162a1fe4a9f7daeca8ce267cba5add5bad2241c98d5d30e539ecf30	Psmc3:Rnf38	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_78879b56f620318080dd84abba07115535132eb15753ac7cada0d9cf5ae7d92c	78879b56f620318080dd84abba07115535132eb15753ac7cada0d9cf5ae7d92c	Appbp2:Bcas3	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_79b0f34e24fe047f7b09bbb29ceaac7581abca87ab7cd20abb6daca8f4dedf33	79b0f34e24fe047f7b09bbb29ceaac7581abca87ab7cd20abb6daca8f4dedf33	Atp8a1:Tmem33	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_7bde85804ef88c1d5011569be2a641c688943e6b947ce1b9b02f62ebd2ad16e7	7bde85804ef88c1d5011569be2a641c688943e6b947ce1b9b02f62ebd2ad16e7	Stxbp3:Asb6	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_813b13a6fc6d2ba3f86a14bc60259216190c2e5cc68003919a721d3533ffd9ba	813b13a6fc6d2ba3f86a14bc60259216190c2e5cc68003919a721d3533ffd9ba	Nckap1l:Fuca1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_84a3881ed7ca7a4c4daac4b8fb94f3c75fc2855e0172dc1bda6e7c2d7bf0d4c2	84a3881ed7ca7a4c4daac4b8fb94f3c75fc2855e0172dc1bda6e7c2d7bf0d4c2	Knstrn:Ralgapa2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_8cea3790f3f3d11dafb3b3365c0549d9acf265905fa5276dd4d91e2a10390aad	8cea3790f3f3d11dafb3b3365c0549d9acf265905fa5276dd4d91e2a10390aad	Abl2:Soat1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_9401bccef52dbc919c5ea347022d2c19eda73b04b1c415afd512bf35d18a7bf4	9401bccef52dbc919c5ea347022d2c19eda73b04b1c415afd512bf35d18a7bf4	Tmem181a:Bin2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_98be6b0aec8dd97548dfa9268f767e4ee5f9674fc8fa346b3e72bbd60910335e	98be6b0aec8dd97548dfa9268f767e4ee5f9674fc8fa346b3e72bbd60910335e	Dcstamp:Degs1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_9cf3aea468bbabc59fcd746e455411ba10ad715503a5165cbc83b03fde80cf54	9cf3aea468bbabc59fcd746e455411ba10ad715503a5165cbc83b03fde80cf54	Cog6:Dhx36	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_a034c364e6ad7822f1a8870d08621de32a82d3a12b1af5b0f0ab8acfe4430905	a034c364e6ad7822f1a8870d08621de32a82d3a12b1af5b0f0ab8acfe4430905	Map2k1:Hif1a	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_b9fea5ac95a1a01a477fd601f07fea3d54ac975d1737bd96d7a4d9301759480d	b9fea5ac95a1a01a477fd601f07fea3d54ac975d1737bd96d7a4d9301759480d	Klf6:Mitf	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_bf98e8d5d851c2474bd0e069d1d6768af3a9d6dc4269c8b625dcbe3832829f2c	bf98e8d5d851c2474bd0e069d1d6768af3a9d6dc4269c8b625dcbe3832829f2c	Inppl1:Il18bp	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_cc5b44d33031971e5c594ae667278a81d6fa6147e8f90fb36a97489a02cf5b47	cc5b44d33031971e5c594ae667278a81d6fa6147e8f90fb36a97489a02cf5b47	Ubqln1:Rcc2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_cf4b53a6a92d347df602fc34e611a348239aab7cf3f025a0eefdc0dd824a618a	cf4b53a6a92d347df602fc34e611a348239aab7cf3f025a0eefdc0dd824a618a	Eprs:Exo1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_da2607d295b0fc16cb42ecb736410e509d1cc8ec8daf7134ab5ec8ccf5381dd8	da2607d295b0fc16cb42ecb736410e509d1cc8ec8daf7134ab5ec8ccf5381dd8	Actr2:Nf1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_dce0742959abc007d29c7de4897442e36afd33fed0d6b1d18c20f4bfcda7a17d	dce0742959abc007d29c7de4897442e36afd33fed0d6b1d18c20f4bfcda7a17d	Pdhx:Nsun2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_e085cb53a8880660c4c5791574533c2319602703692b330fda6ff97235c0ee35	e085cb53a8880660c4c5791574533c2319602703692b330fda6ff97235c0ee35	Ifngr2:Parp14	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_e2845270aa290b8f518330871aea4d68c352ef3b0931c1e87a8bb5ca77c3f71e	e2845270aa290b8f518330871aea4d68c352ef3b0931c1e87a8bb5ca77c3f71e	Sema4d:Aldoa	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_f30275f4f7a8a70033a56e8f9689746b8c93f19b34316c75f81a6cf4d012d333	f30275f4f7a8a70033a56e8f9689746b8c93f19b34316c75f81a6cf4d012d333	Abr:Pitpna	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_f54b3371a7da03ce2395bcadac1e6fbbd541c5c0b64e39620cd382cf2d8f8b86	f54b3371a7da03ce2395bcadac1e6fbbd541c5c0b64e39620cd382cf2d8f8b86	Rasa1:Ahnak	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_f61b70f61d8730e6b7900bad017a59fdb48dcdf82f6ab057a819cf42df4d017d	f61b70f61d8730e6b7900bad017a59fdb48dcdf82f6ab057a819cf42df4d017d	Oas2:Rplp0	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_f97955174e9870f1df1eff240221996e3f2091686d5fabf5b40f9615ae4beeae	f97955174e9870f1df1eff240221996e3f2091686d5fabf5b40f9615ae4beeae	Cd36:Ppp1cb	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_fd904b78d51ebc309329e122571fb7f11c0a6a2cd6c039af71988cbf26ad9177	fd904b78d51ebc309329e122571fb7f11c0a6a2cd6c039af71988cbf26ad9177	Btaf1:Atp8b4	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_1c91fd29257f5c881425a557be0c74f01ce0d89bcac6ea003080761ab238e394	1c91fd29257f5c881425a557be0c74f01ce0d89bcac6ea003080761ab238e394	Mapkapk2:Arhgef2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_1e9a80b164c74d0f71b0ef7b858a0e8212152851745b20f2541d31197d457089	1e9a80b164c74d0f71b0ef7b858a0e8212152851745b20f2541d31197d457089	Fubp1:Pgd	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_4d4e29109a3996b89dc28a301077a85b34dd4caa103f6e748ccd0a3314c30300	4d4e29109a3996b89dc28a301077a85b34dd4caa103f6e748ccd0a3314c30300	Gask1b:Sh3glb1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_59d8a1b97e31d98f3fd55f46ac7552391c5145bc1dd5d66f19cc07fd40cdfce7	59d8a1b97e31d98f3fd55f46ac7552391c5145bc1dd5d66f19cc07fd40cdfce7	Osbpl8:Cpne2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_618968a8eb0a9bfe0c29e9f41c27d81d82fa9fb1383a2c8ba895dd18e960911e	618968a8eb0a9bfe0c29e9f41c27d81d82fa9fb1383a2c8ba895dd18e960911e	Odf2l:Gtf2b	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
