peptide_id	sequence_sha256	pair_ids	role	selection_arm	category	architecture	architecture_absent_current	f_idr	inclusion_probability	length_aa	sequence_matches	mean_plddt	fraction_plddt_below_50	fraction_plddt_ge70	mean_pae_angstrom	worker	wall_seconds	protocol_id	seed	junction_window_mean_plddt	model_path
peptide_b7ec3c05e6b0bd8b758f4329aff5292db504b136ab459faf9a773e142b4e6cac	b7ec3c05e6b0bd8b758f4329aff5292db504b136ab459faf9a773e142b4e6cac	Mtx1:1810009A15Rik	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF17719.7	True		0.4069767441860465	181	True	33.55779266357422	1.0	0.0	22.466428756713867	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	40.31931686401367	collected/chrna-expand-1026-1/models/protein_b7ec3c05e6b0bd8b758f4329aff5292db504b136ab459faf9a773e142b4e6cac_single_sequence_seed20260919/model.cif
peptide_da801773b349dae850dec6fe945ec82aacf1adb47e146b261e33994222279f51	da801773b349dae850dec6fe945ec82aacf1adb47e146b261e33994222279f51	Cltc:Cfl1	sensitivity	domain_diversity_enriched	single_domain_hit	PF00241.26	True		not_probability_sample	191	True	36.06689453125	1.0	0.0	21.66868019104004	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	34.31230163574219	collected/chrna-expand-1026-1/models/protein_da801773b349dae850dec6fe945ec82aacf1adb47e146b261e33994222279f51_single_sequence_seed20260919/model.cif
peptide_d2a1cb0cb9626b879d581b8eaaecac43f4d6d229203a5536e8cc1bee5c3eb6ec	d2a1cb0cb9626b879d581b8eaaecac43f4d6d229203a5536e8cc1bee5c3eb6ec	Rasa3:Rab20	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF00071.29	True		0.4069767441860465	194	True	38.233070373535156	0.9123711340206185	0.0	21.815143585205078	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	28.594587326049805	collected/chrna-expand-1026-1/models/protein_d2a1cb0cb9626b879d581b8eaaecac43f4d6d229203a5536e8cc1bee5c3eb6ec_single_sequence_seed20260919/model.cif
control_93a585822409b0c8fd53dd83c2aacbc9fe96f7b816a174b0304582892dfc621a	93a585822409b0c8fd53dd83c2aacbc9fe96f7b816a174b0304582892dfc621a	Itgav:AI182371	control	matched_parent_fragment_control	parent_fragment				matched_control	216	True	75.48884582519531	0.14814814814814814	0.6805555555555556	9.446290016174316	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-1/models/protein_93a585822409b0c8fd53dd83c2aacbc9fe96f7b816a174b0304582892dfc621a_single_sequence_seed20260919/model.cif
peptide_e7babd5cdf879a74aada5dd18cc9c1d6a1cdfb0717204636bce8e44887fc347f	e7babd5cdf879a74aada5dd18cc9c1d6a1cdfb0717204636bce8e44887fc347f	Rnaseh2b:Cd84	sensitivity	representative_stratified_random	single_domain_hit	PF17745.7	True		0.4020100502512563	219	True	33.944522857666016	0.9908675799086758	0.0	22.975055694580078	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	35.32954788208008	collected/chrna-expand-1026-1/models/protein_e7babd5cdf879a74aada5dd18cc9c1d6a1cdfb0717204636bce8e44887fc347f_single_sequence_seed20260919/model.cif
peptide_09dba631e5af9f22330377a7f09ff66b175a857ea831677f75478578150d5c02	09dba631e5af9f22330377a7f09ff66b175a857ea831677f75478578150d5c02	Stau2:Eloc	sensitivity	domain_diversity_enriched	single_domain_hit	PF03931.22	True		not_probability_sample	233	True	48.02558898925781	0.6351931330472103	0.14163090128755365	23.4136905670166	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	36.15182113647461	collected/chrna-expand-1026-1/models/protein_09dba631e5af9f22330377a7f09ff66b175a857ea831677f75478578150d5c02_single_sequence_seed20260919/model.cif
peptide_0a0dbfbbd18aa8fe66a90b0bf22f6b68f49c78b29fba6352b2af3345b9a84d14	0a0dbfbbd18aa8fe66a90b0bf22f6b68f49c78b29fba6352b2af3345b9a84d14	Tspan5:Eif4e	sensitivity	domain_diversity_enriched	single_domain_hit	PF01652.25	True		not_probability_sample	238	True	75.15998077392578	0.226890756302521	0.7058823529411765	11.643766403198242	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	37.05434036254883	collected/chrna-expand-1026-1/models/protein_0a0dbfbbd18aa8fe66a90b0bf22f6b68f49c78b29fba6352b2af3345b9a84d14_single_sequence_seed20260919/model.cif
peptide_d5d727e3dfff85ff0c032518beddd46c0bef950c395b3979ba27bbf296d62c00	d5d727e3dfff85ff0c032518beddd46c0bef950c395b3979ba27bbf296d62c00	Ncaph2:Stx5a	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF06278.17;PF05739.27	True		not_probability_sample	250	True	54.241031646728516	0.32	0.072	19.56177520751953	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	55.05398941040039	collected/chrna-expand-1026-1/models/protein_d5d727e3dfff85ff0c032518beddd46c0bef950c395b3979ba27bbf296d62c00_single_sequence_seed20260919/model.cif
peptide_109e7f01a1a79fcc98961fad71f59168a842b05374a944a51b16ea8d23b8b352	109e7f01a1a79fcc98961fad71f59168a842b05374a944a51b16ea8d23b8b352	Ankfy1:Ube2g1	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF00651.38;PF00179.32	True		0.4020100502512563	262	True	42.62839889526367	0.8282442748091603	0.11068702290076336	23.08649253845215	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	30.003040313720703	collected/chrna-expand-1026-1/models/protein_109e7f01a1a79fcc98961fad71f59168a842b05374a944a51b16ea8d23b8b352_single_sequence_seed20260919/model.cif
peptide_c528070de8b79c2f5ec0e2bbd70f0f050e95827ed5d0f7a0d104832b99539714	c528070de8b79c2f5ec0e2bbd70f0f050e95827ed5d0f7a0d104832b99539714	Rnf130:Abhd12	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF12146.16;PF00561.27;PF12697.14	True		not_probability_sample	275	True	43.67356491088867	0.6945454545454546	0.14181818181818182	21.082244873046875	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	31.056262969970703	collected/chrna-expand-1026-1/models/protein_c528070de8b79c2f5ec0e2bbd70f0f050e95827ed5d0f7a0d104832b99539714_single_sequence_seed20260919/model.cif
peptide_1b6ffda7e9c9a9aedcc8c5b7d26db66143b87f549bbc3a00492444dba286d40f	1b6ffda7e9c9a9aedcc8c5b7d26db66143b87f549bbc3a00492444dba286d40f	Prmt9:Arhgap10	sensitivity	representative_stratified_random	multiple_domain_hits	PF06325.20;PF13649.13	True		0.4020100502512563	283	True	76.1320571899414	0.13780918727915195	0.6996466431095406	15.783968925476074	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	50.4265022277832	collected/chrna-expand-1026-1/models/protein_1b6ffda7e9c9a9aedcc8c5b7d26db66143b87f549bbc3a00492444dba286d40f_single_sequence_seed20260919/model.cif
peptide_7a835aa17eca91d8db4680a79b9996161c6b82003ab885dbab60a47a2eb4ce7e	7a835aa17eca91d8db4680a79b9996161c6b82003ab885dbab60a47a2eb4ce7e	Os9:Ube2d3	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF07915.20;PF00179.32	True		0.4020100502512563	300	True	48.44625473022461	0.6333333333333333	0.17	23.700342178344727	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	33.230690002441406	collected/chrna-expand-1026-1/models/protein_7a835aa17eca91d8db4680a79b9996161c6b82003ab885dbab60a47a2eb4ce7e_single_sequence_seed20260919/model.cif
peptide_bade973b4b18326d004cda5a9ca5c2f4b67f351187bdc555681a3355847b33ac	bade973b4b18326d004cda5a9ca5c2f4b67f351187bdc555681a3355847b33ac	Ms4a7:Cog6	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF04103.22;PF20653.4	True		not_probability_sample	309	True	50.34011459350586	0.6537216828478964	0.15857605177993528	22.955841064453125	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	43.216793060302734	collected/chrna-expand-1026-1/models/protein_bade973b4b18326d004cda5a9ca5c2f4b67f351187bdc555681a3355847b33ac_single_sequence_seed20260919/model.cif
peptide_ec0b2471d43ed7ab67dfde57600ff95386b846717454a3db683d38163bf8fe68	ec0b2471d43ed7ab67dfde57600ff95386b846717454a3db683d38163bf8fe68	Vps41:Mgmt	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF23411.2	True		not_probability_sample	325	True	66.92564392089844	0.28615384615384615	0.5292307692307693	14.649810791015625	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	52.34589385986328	collected/chrna-expand-1026-1/models/protein_ec0b2471d43ed7ab67dfde57600ff95386b846717454a3db683d38163bf8fe68_single_sequence_seed20260919/model.cif
peptide_0031513c6d00f8f7037926f4742f93c27ed045dafed1405ab47f1843ba2c9b4c	0031513c6d00f8f7037926f4742f93c27ed045dafed1405ab47f1843ba2c9b4c	Srpk1:Esd	sensitivity	representative_stratified_random	multiple_domain_hits	PF00069.32;PF07714.24	True		0.4020100502512563	332	True	60.14847183227539	0.35240963855421686	0.3825301204819277	19.760061264038086	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	39.12185287475586	collected/chrna-expand-1026-1/models/protein_0031513c6d00f8f7037926f4742f93c27ed045dafed1405ab47f1843ba2c9b4c_single_sequence_seed20260919/model.cif
peptide_17b1ec48ef9cb22d5f391019e47b91a242be203ae27640dface19506a75c16c4	17b1ec48ef9cb22d5f391019e47b91a242be203ae27640dface19506a75c16c4	Spast:Memo1	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF01875.24;PF01875.24	True		not_probability_sample	338	True	40.825477600097656	0.7899408284023669	0.03550295857988166	24.099956512451172	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	47.1397819519043	collected/chrna-expand-1026-1/models/protein_17b1ec48ef9cb22d5f391019e47b91a242be203ae27640dface19506a75c16c4_single_sequence_seed20260919/model.cif
peptide_1ebaf8dd55d5da4de3e2d143016422ff37ccadec1a0911b9d49aec71cea0b0b1	1ebaf8dd55d5da4de3e2d143016422ff37ccadec1a0911b9d49aec71cea0b0b1	Nfat5:Arhgap10	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF00620.33;PF07653.24;PF00018.35;PF14604.13	True		not_probability_sample	350	True	41.07076644897461	0.8314285714285714	0.14285714285714285	26.057687759399414	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	27.438749313354492	collected/chrna-expand-1026-1/models/protein_1ebaf8dd55d5da4de3e2d143016422ff37ccadec1a0911b9d49aec71cea0b0b1_single_sequence_seed20260919/model.cif
peptide_27b383deb2b921f193656611258d2b08c19eb086bc2baff50eb4601d52257843	27b383deb2b921f193656611258d2b08c19eb086bc2baff50eb4601d52257843	Rhbdd1:Mrps9	sensitivity	representative_stratified_random	single_domain_hit	PF01694.29	True		0.4020100502512563	363	True	36.07704162597656	0.9752066115702479	0.0	25.209049224853516	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	32.12628936767578	collected/chrna-expand-1026-1/models/protein_27b383deb2b921f193656611258d2b08c19eb086bc2baff50eb4601d52257843_single_sequence_seed20260919/model.cif
peptide_499fd9633c8037de34e4570606aa2e9647225cbaf1a2c2e3643f9f442eb656b0	499fd9633c8037de34e4570606aa2e9647225cbaf1a2c2e3643f9f442eb656b0	Lmf1:Srsf5	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF06762.21;PF00076.29	True		not_probability_sample	369	True	37.1193733215332	0.9322493224932249	0.0	26.642742156982422	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	38.92837905883789	collected/chrna-expand-1026-1/models/protein_499fd9633c8037de34e4570606aa2e9647225cbaf1a2c2e3643f9f442eb656b0_single_sequence_seed20260919/model.cif
control_4e5f4ca1bcfd6842d54eac9bf6b6aee7471ce76f63a7df6df11cb003c610f827	4e5f4ca1bcfd6842d54eac9bf6b6aee7471ce76f63a7df6df11cb003c610f827	Gask1b:Sh3glb1	control	matched_parent_fragment_control	parent_fragment				matched_control	373	True	29.67980194091797	0.9624664879356568	0.0	26.78488540649414	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-1/models/protein_4e5f4ca1bcfd6842d54eac9bf6b6aee7471ce76f63a7df6df11cb003c610f827_single_sequence_seed20260919/model.cif
peptide_c9cb5578bfd012b42480dd2f51d869cbef72ef523993fe94285330e55fdc6a8b	c9cb5578bfd012b42480dd2f51d869cbef72ef523993fe94285330e55fdc6a8b	Coro1b:Pitpnm1	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF08953.18;PF24695.2;PF24694.2	True		not_probability_sample	397	True	36.01067352294922	0.906801007556675	0.0	22.5090389251709	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	43.31180953979492	collected/chrna-expand-1026-1/models/protein_c9cb5578bfd012b42480dd2f51d869cbef72ef523993fe94285330e55fdc6a8b_single_sequence_seed20260919/model.cif
peptide_769109750d793f816ee47c5a0f469ff445de006a5a3fe134e2995014e8c7547a	769109750d793f816ee47c5a0f469ff445de006a5a3fe134e2995014e8c7547a	Wipi2:Arpc1b	sensitivity	representative_stratified_random	multiple_domain_hits	PF00400.39;PF00400.39	True		0.4020100502512563	403	True	76.51693725585938	0.20843672456575682	0.6923076923076923	10.588427543640137	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	43.36690139770508	collected/chrna-expand-1026-1/models/protein_769109750d793f816ee47c5a0f469ff445de006a5a3fe134e2995014e8c7547a_single_sequence_seed20260919/model.cif
peptide_6df14678b1efcdd8f805abb149fdf5a0886ed06a52b5d48351f482ad06cc5254	6df14678b1efcdd8f805abb149fdf5a0886ed06a52b5d48351f482ad06cc5254	Itgav:AI182371	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF01835.26;PF01821.24	True		not_probability_sample	424	True	58.92948532104492	0.42924528301886794	0.3490566037735849	22.123016357421875	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	47.87134552001953	collected/chrna-expand-1026-1/models/protein_6df14678b1efcdd8f805abb149fdf5a0886ed06a52b5d48351f482ad06cc5254_single_sequence_seed20260919/model.cif
peptide_35edc2da4164874fc74b4cbda4fc630fbdd6bf358643ca5710e96b7806370ef3	35edc2da4164874fc74b4cbda4fc630fbdd6bf358643ca5710e96b7806370ef3	Malt1:Capg	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00626.28;PF00626.28;PF00626.28	True		not_probability_sample	429	True	63.35545349121094	0.317016317016317	0.4965034965034965	22.755613327026367	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	29.147422790527344	collected/chrna-expand-1026-1/models/protein_35edc2da4164874fc74b4cbda4fc630fbdd6bf358643ca5710e96b7806370ef3_single_sequence_seed20260919/model.cif
peptide_1469675baedfb5f9578fa225170718eef639d2d63e266976d3433c0ef8ebae22	1469675baedfb5f9578fa225170718eef639d2d63e266976d3433c0ef8ebae22	Itpr1:Ccdc91	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF08709.18;PF02815.26;PF30688.1	True		not_probability_sample	472	True	52.60361862182617	0.5911016949152542	0.3728813559322034	26.22379493713379	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	62.6525764465332	collected/chrna-expand-1026-1/models/protein_1469675baedfb5f9578fa225170718eef639d2d63e266976d3433c0ef8ebae22_single_sequence_seed20260919/model.cif
peptide_47da2d0b72c9a6942a58dbd98bf978ec142959608efad7a5c7190b867bf2d3ec	47da2d0b72c9a6942a58dbd98bf978ec142959608efad7a5c7190b867bf2d3ec	Klf6:Mitf	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF15951.11;PF00010.32;PF11851.14	True		0.4020100502512563	476	True	35.15489196777344	0.9600840336134454	0.0	26.351369857788086	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	35.01525115966797	collected/chrna-expand-1026-1/models/protein_47da2d0b72c9a6942a58dbd98bf978ec142959608efad7a5c7190b867bf2d3ec_single_sequence_seed20260919/model.cif
peptide_ed6b36f761752c8e87b20eaebacfde7cc2831ce2f78aee0254a55ed4f9a14fa5	ed6b36f761752c8e87b20eaebacfde7cc2831ce2f78aee0254a55ed4f9a14fa5	Osbpl8:Cpne2	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00168.37;PF07002.23	True		not_probability_sample	500	True	42.345123291015625	0.738	0.052	24.33554458618164	chrna-expand-1026-1		boltz2_2.2.1_single_sequence_batch8	20260919	32.753177642822266	collected/chrna-expand-1026-1/models/protein_ed6b36f761752c8e87b20eaebacfde7cc2831ce2f78aee0254a55ed4f9a14fa5_single_sequence_seed20260919/model.cif
